Neighbourhood ID,n_permits,total_construction_value,median_construction_value,units_added_total,suppressed
2500,20,973618,7000,1,FALSE
2511,21,1665033,8000,1,FALSE
2522,313,95728968,224960,308,FALSE
2530,10,317332,15500,1,FALSE
2541,17,149276,9000,1,FALSE
2550,39,1288189,5000,0,FALSE
2560,22,384768,5000,4,FALSE
2580,9,101624,10000,3,TRUE
2590,11,523176,7176,0,FALSE
2600,22,911508,7500,2,FALSE
2611,111,31279333,332690,115,FALSE
2650,1,5000,5000,0,TRUE
2660,9,11694443,35000,1,TRUE
2670,2,478000,239000,0,TRUE
2671,1,9200,9200,-1,TRUE
2681,4,60000,15000,-2,TRUE
2692,15,2950618,37472,4,FALSE
2700,104,28548711,362900,83,FALSE
2710,4,708500,52500,1,TRUE
2720,13,668876,22000,4,FALSE
3010,29,6008902,5566,14,FALSE
3020,16,3330065,73500,12,FALSE
3030,14,200404,6952,3,FALSE
3040,12,2625973,5000,1,FALSE
3060,11,93700,5000,0,FALSE
3070,52,2957849,6490,4,FALSE
3080,23,232100,5000,2,FALSE
3090,7,36700,5000,0,TRUE
3111,188,38489981,27500,149,FALSE
3120,22,4295358,9000,6,FALSE
3140,57,8813270,10488,0,FALSE
3150,33,586179,5000,0,FALSE
3160,13,10485900,60000,0,FALSE
3170,19,471435,3500,1,FALSE
3180,25,447673,5000,2,FALSE
3190,11,617630,15000,2,FALSE
3200,160,17015453,6578,13,FALSE
3210,107,10283376,6624,13,FALSE
3220,4,377144,70000,0,TRUE
3230,21,3301818,80000,0,FALSE
3240,121,10911382,7000,18,FALSE
3250,15,149505,7176,1,FALSE
3260,19,2246180,5520,2,FALSE
3270,39,2388516,10000,-3,FALSE
3280,9,127751,6000,2,TRUE
3300,22,1768863,7088,2,FALSE
3310,34,3149775,8312,3,FALSE
3320,43,6607727,9840,19,FALSE
3330,73,7856649,10000,1,FALSE
3340,20,7523635,383525.5,38,FALSE
3350,26,2118501,22500,3,FALSE
3360,6,23728180,30090,0,TRUE
3370,143,22414815,16000,73,FALSE
3390,24,1239333,8027,9,FALSE
3410,19,740741,6000,2,FALSE
3430,17,419210,17150,6,FALSE
3440,176,18169534,10000,11,FALSE
3450,16,2780110,24000,-1,FALSE
3460,40,11363918,259745,19,FALSE
3470,65,5649756,7000,10,FALSE
3480,56,24423619,266000,33,FALSE
3490,3,3511500,0,0,TRUE
4010,4,1681868,213000,0,TRUE
4011,2,101000,50500,0,TRUE
4012,2,100000,50000,0,TRUE
4014,3,693860,28900,-1,TRUE
4020,10,115845,5277.5,-1,FALSE
4030,5,906628,72628,0,TRUE
4040,9,97564,4850,1,TRUE
4050,19,11683680,95000,0,FALSE
4060,40,4948633,9900,5,FALSE
4070,3,460000,45000,0,TRUE
4080,2,230000,115000,0,TRUE
4090,32,1256910,7250,1,FALSE
4100,1,55000,55000,0,TRUE
4110,8,438159,29500,1,TRUE
4120,15,3054839,140949,6,FALSE
4130,10,1596475,88237.5,0,FALSE
4140,16,488224,18500,1,FALSE
4150,4,307000,87500,0,TRUE
4160,12,812840,5500,1,FALSE
4170,4,920500,85000,0,TRUE
4180,64,6057470,8750,24,FALSE
4190,1,20000,20000,0,TRUE
4200,27,1560573,5000,2,FALSE
4210,6,901250,157500,0,TRUE
4220,15,87120,4500,0,FALSE
4230,57,3625218,5313,4,FALSE
4240,11,252650,3000,0,FALSE
4261,6,1096500,45000,0,TRUE
4270,13,83235,5520,0,FALSE
4280,20,558824,8500,1,FALSE
4290,10,689624,5536,0,FALSE
4300,8,762860,38500,0,TRUE
4310,19,1763120,10000,3,FALSE
4320,24,13617307,51017,0,FALSE
4330,3,1287500,150000,0,TRUE
4340,4,1289207,281175.5,0,TRUE
4350,7,1495774,60000,0,TRUE
4360,19,984936,10000,0,FALSE
4380,23,715763,7000,1,FALSE
4390,8,751300,3750,2,TRUE
4400,7,2782500,250000,0,TRUE
4420,8,992700,12000,0,TRUE
4430,6,138100,16050,1,TRUE
4461,138,7515962,9450,-4,FALSE
4462,267,53652436,257860,225,FALSE
4463,3,558240,6990,0,TRUE
4466,58,24163868,481870,46,FALSE
4471,62,17085950,375250,52,FALSE
4473,62,18535329,362900,47,FALSE
4474,114,31928711,369360,89,FALSE
4475,11,7912428,750000,1,FALSE
4477,1,4000,4000,0,TRUE
4478,1,90000,90000,0,TRUE
4485,2,2000,1000,-1,TRUE
4486,105,24716886,319770,81,FALSE
4487,230,43131520,21500,166,FALSE
4490,2,242516,121258,0,TRUE
4500,33,2054368,5000,3,FALSE
4510,15,3379250,95000,0,FALSE
4520,67,20996141,100000,0,FALSE
4530,8,1134044,98750,0,TRUE
4540,9,4224124,82524,0,TRUE
4551,83,24139426,296210,57,FALSE
4560,8,558004,5500,0,TRUE
4570,11,1064502,6000,1,FALSE
4580,28,1720435,5536,2,FALSE
4590,5,846255,5194,0,TRUE
4600,5,51000,10000,0,TRUE
4610,12,333991,4575,0,FALSE
4620,12,232433,5000,-1,FALSE
4630,8,4170258,157500,0,TRUE
4640,12,2297200,76000,0,FALSE
4650,10,4071323,300000,0,FALSE
4660,7,4626267,57000,0,TRUE
4670,10,11323798,490000,0,FALSE
4700,10,46273,4750,0,FALSE
4710,13,463217,10000,1,FALSE
4720,48,1155147,5200,0,FALSE
4730,33,1864712,5000,1,FALSE
4740,57,7438720,13000,11,FALSE
4750,246,57317080,250000,288,FALSE
5010,80,7853056,9054,15,FALSE
5020,24,1485378,6412,2,FALSE
5030,13,4176631,13500,30,FALSE
5040,78,7586624,6812,4,FALSE
5060,8,244179,4250,1,TRUE
5070,13,1110500,100000,0,FALSE
5080,12,985787,12848.5,0,FALSE
5090,17,1483442,10000,0,FALSE
5100,16,897808,15000,0,FALSE
5110,21,9763286,180000,0,FALSE
5120,20,9622755,122500,0,FALSE
5130,7,185507,30000,0,TRUE
5151,21,2672257,80000,0,FALSE
5160,22,816866,6750,1,FALSE
5170,11,1224000,80000,0,FALSE
5180,8,27677240,15000,176,TRUE
5190,20,625904,13000,0,FALSE
5200,58,9907273,13200,22,FALSE
5210,19,2153412,40000,0,FALSE
5220,43,1836209,7315,6,FALSE
5230,8,98054,3500,0,TRUE
5250,12,1393773,70000,0,FALSE
5260,14,1805772,8289,0,FALSE
5270,21,807263,10350,1,FALSE
5280,13,1399643,5520,4,FALSE
5290,88,8391984,7910,9,FALSE
5300,4,17300,3000,0,TRUE
5310,61,4756861,8970,12,FALSE
5320,41,3445928,14658,7,FALSE
5330,67,4933824,7500,10,FALSE
5340,13,882780,10000,1,FALSE
5350,25,466877,5000,1,FALSE
5360,7,699473,55000,0,TRUE
5370,9,184000,15000,0,TRUE
5390,1,63768,63768,0,TRUE
5400,3,4695000,15000,0,TRUE
5401,1,95000,95000,0,TRUE
5430,7,1215000,20000,1,TRUE
5451,9,9576640,5000,40,TRUE
5452,32,303778,4500,0,FALSE
5453,16,2011579,13750,4,FALSE
5454,93,34467432,9600,200,FALSE
5457,23,1671055,15000,4,FALSE
5458,257,71892391,44500,264,FALSE
5460,1,4000,4000,0,TRUE
5462,508,114143090,252225,500,FALSE
5463,77,33827298,272080,48,FALSE
5465,27,8218480,350740,17,FALSE
5466,2,60000,30000,0,TRUE
5467,61,13949606,277590,66,FALSE
5468,38,10921496,366890,45,FALSE
5469,153,33237453,252225,188,FALSE
5470,9,144619,10000,1,TRUE
5472,7,14100000,900000,0,TRUE
5476,51,8867430,22000,16,FALSE
5477,22,4675274,8000,6,FALSE
5480,103,20824144,8000,90,FALSE
5490,5,63710,5000,0,TRUE
5505,230,68520262,26105,80,FALSE
5511,27,978668,5000,0,FALSE
5520,11,19102846,495000,0,FALSE
5530,6,29944000,471000,0,TRUE
5540,22,5190827,19500,-1,FALSE
5550,1,68960,68960,0,TRUE
5570,335,105288990,42500,258,FALSE
5574,157,51892547,397290,128,FALSE
5578,286,64156317,277400,197,FALSE
5580,54,5180035,9750,6,FALSE
5590,5,96484,15000,1,TRUE
5610,37,5214369,22500,34,FALSE
5620,18,830328,18650,1,FALSE
5630,16,24086800,10000,1,FALSE
5640,50,1057643,5060,1,FALSE
5642,81,1115427,5000,2,FALSE
6010,15,3620074,8108,3,FALSE
6020,26,315995,5050,5,FALSE
6030,8,370638,16100,1,TRUE
6040,91,6659471,5818,36,FALSE
6061,45,1532731,5000,-2,FALSE
6070,12,636321,8542,0,FALSE
6090,4,385000,27500,0,TRUE
6100,14,2066165,71000,0,FALSE
6110,4,360000,85000,0,TRUE
6140,10,343194,15000,4,FALSE
6150,10,551623,17500,1,FALSE
6160,14,3528347,70000,0,FALSE
6170,9,360950,43000,0,TRUE
6180,14,1385903,50750,0,FALSE
6190,2,16000,8000,0,TRUE
6195,30,35274411,202500,0,FALSE
6200,8,112700,9500,1,TRUE
6211,34,670338,5000,1,FALSE
6213,484,100667708,15000,219,FALSE
6214,26,9421005,71000,0,FALSE
6216,314,73442630,35000,306,FALSE
6230,70,5417456,6000,14,FALSE
6240,20,620435,9392.5,3,FALSE
6250,1,500000,500000,0,TRUE
6260,4,1088000,40000,0,TRUE
6270,32,634118,6699,2,FALSE
6280,8,80200,4500,1,TRUE
6290,70,3307430,5500,11,FALSE
6300,17,382940,5000,2,FALSE
6310,40,2062399,8477,7,FALSE
6320,26,840811,6283,0,FALSE
6330,21,247385,7500,1,FALSE
6340,3,177500,5000,0,TRUE
6350,22,1306472,6000,4,FALSE
6360,107,15828222,8000,88,FALSE
6370,33,705440,4000,2,FALSE
6380,1,35000,35000,0,TRUE
6390,41,9986141,320000,66,FALSE
6400,9,470610,5000,1,TRUE
6410,3,15000,5000,0,TRUE
6420,6,3035000,2500,-1,TRUE
6430,14,579112,30000,0,FALSE
6441,155,38916386,289940,136,FALSE
6442,47,3614606,5060,5,FALSE
6443,141,29926034,90000,95,FALSE
6444,416,102853954,300000,374,FALSE
6450,9,130624,8000,1,TRUE
6460,10,351980,6255.5,1,FALSE
6470,8,1661072,17000,1,TRUE
6480,8,254818,11500,1,TRUE
6492,1,550000,550000,0,TRUE
6510,1,390435,390435,0,TRUE
6520,5,538000,88000,0,TRUE
6530,12,372340,6000,2,FALSE
6540,1,380000,380000,0,TRUE
6550,58,2316961,17500,8,FALSE
6560,17,4643977,40000,0,FALSE
6570,17,6460967,105000,0,FALSE
6580,17,418614,4600,4,FALSE
6590,11,5520001,44000,0,FALSE
6600,3,18200,5700,0,TRUE
6610,116,18254068,10000,27,FALSE
6620,3,6685700,221000,0,TRUE
6640,33,10875936,55000,0,FALSE
6650,3,186500,86500,0,TRUE
6661,154,17962324,10000,70,FALSE
6662,388,113020532,33500,290,FALSE
6663,5,889560,145000,2,TRUE
6665,1,66000,66000,0,TRUE
6668,1,2500,2500,-1,TRUE
6670,13,69769,5000,2,FALSE
6680,19,166689,4000,-1,FALSE
6690,14,1774562,76000,0,FALSE
6700,27,5117736,35000,0,FALSE
6710,24,2089796,7751,5,FALSE
6720,8,1372500,85000,0,TRUE
6730,21,3652979,15000,4,FALSE
6750,4,15000,4750,1,TRUE
6760,10,275388,13312,-1,FALSE
6770,10,70243,5530,-2,FALSE
6780,19,7893438,10000,0,FALSE
6790,32,1623496,8588,2,FALSE
