Neighbourhood ID,n_permits,total_construction_value,median_construction_value,units_added_total,suppressed
2390,7,110566,14000,0,TRUE
2400,25,8607211,95000,4,FALSE
2410,24,1286637,7549,5,FALSE
2420,24,3769690,9500,2,FALSE
2430,12,10085500,10000,5,FALSE
2440,48,2975870,5000,5,FALSE
2450,17,307754,8000,0,FALSE
2463,165,45830631,325000,228,FALSE
2500,18,768810,5000,3,FALSE
2511,16,112800,5000,0,FALSE
2522,305,105188876,290890,236,FALSE
2530,5,49072,6072,2,TRUE
2541,9,324522,13000,0,TRUE
2550,42,3701870,5000,8,FALSE
2560,26,1531274,4800,4,FALSE
2580,9,1352877,55000,2,TRUE
2590,8,43763,3984,1,TRUE
2600,11,413000,9000,2,FALSE
2611,155,37191268,288230,133,FALSE
2650,2,365001,182500.5,0,TRUE
2660,17,78766,4000,2,FALSE
2670,5,393600,27600,0,TRUE
2681,2,19400,9700,0,TRUE
2690,1,1587,1587,0,TRUE
2692,10,4906336,535990,7,FALSE
2700,116,46279245,396625,153,FALSE
2710,2,37000,18500,1,TRUE
2720,14,818056,16500,0,FALSE
3010,12,1317918,6795,12,FALSE
3020,21,12194166,642857,80,FALSE
3030,9,298824,6624,0,TRUE
3040,15,2539915,5000,0,FALSE
3050,4,72000,15000,0,TRUE
3060,11,5909059,10000,1,FALSE
3070,53,3534353,8500,11,FALSE
3080,15,77556,5000,0,FALSE
3090,4,72605,15552.5,1,TRUE
3111,156,64517645,54875,230,FALSE
3120,26,5679675,25000,13,FALSE
3140,75,9322247,8000,10,FALSE
3150,35,298467,5509,1,FALSE
3160,6,1083400,60000,0,TRUE
3170,28,729532,9250,4,FALSE
3180,25,9330450,4600,2,FALSE
3190,14,26755100,217500,170,FALSE
3200,158,55444389,7404.5,69,FALSE
3210,72,6521629,5000,9,FALSE
3220,2,40000,20000,0,TRUE
3230,13,2317500,77000,0,FALSE
3240,121,11113269,9000,11,FALSE
3250,19,1106048,23000,12,FALSE
3260,13,1320380,8000,3,FALSE
3270,67,6054499,9891,0,FALSE
3280,10,733213,37500,2,FALSE
3290,2,175000,87500,0,TRUE
3300,25,5817126,7176,1,FALSE
3310,39,6052843,7176,19,FALSE
3320,26,4925830,23995,12,FALSE
3330,106,10006606,6762,5,FALSE
3340,16,1891910,56000,0,FALSE
3350,62,4951143,6233,10,FALSE
3360,7,9074450,38000,0,TRUE
3370,127,30463293,311707,84,FALSE
3380,1,2424875,2424875,-1,TRUE
3382,2,11900000,5950000,0,TRUE
3390,23,833757,6153,5,FALSE
3410,19,895384,8000,0,FALSE
3430,20,677907,8864,10,FALSE
3440,206,18326062,6812,-6,FALSE
3450,25,32235952,15500,92,FALSE
3460,16,2991030,56000,2,FALSE
3470,51,4808322,7000,6,FALSE
3480,31,4715180,10000,12,FALSE
3490,1,60000000,60000000,0,TRUE
4010,6,1061500,47500,0,TRUE
4011,2,7500,3750,-1,TRUE
4013,1,25000,25000,0,TRUE
4014,4,754000,147500,0,TRUE
4020,6,98800,9400,1,TRUE
4021,3,25635,3990,0,TRUE
4030,12,2580800,54000,0,FALSE
4040,6,31020,5260,1,TRUE
4050,5,981000,200000,0,TRUE
4060,41,1616810,10000,5,FALSE
4070,6,1082530,38224,0,TRUE
4080,7,1645732,150000,0,TRUE
4090,42,4796333,6000,3,FALSE
4100,4,99000,24500,0,TRUE
4110,9,625100,25000,0,TRUE
4120,18,2772539,22250,7,FALSE
4130,9,457338,15976,0,TRUE
4140,10,741522,15812,3,FALSE
4150,7,1670000,25000,0,TRUE
4160,7,155113,7000,1,TRUE
4170,3,997500,257500,0,TRUE
4180,59,21053699,9212,15,FALSE
4190,5,522000,60000,0,TRUE
4200,42,3360809,8975,6,FALSE
4210,1,50000,50000,0,TRUE
4220,12,66001,3750,-1,FALSE
4230,37,5530552,15000,24,FALSE
4240,12,99160,5812,0,FALSE
4261,4,125000,27000,0,TRUE
4270,11,87910,5000,0,FALSE
4280,17,2972914,7171,2,FALSE
4290,25,1040395,5000,1,FALSE
4300,14,4304800,175000,0,FALSE
4310,22,733908,25000,6,FALSE
4320,44,35274208,163500,0,FALSE
4330,6,7087700,148850,0,TRUE
4340,7,4317625,70000,0,TRUE
4350,8,1569144,200000,0,TRUE
4360,26,1562330,10000,0,FALSE
4380,11,165000,6000,1,FALSE
4390,6,892230,6600,1,TRUE
4400,8,13662450,102500,0,TRUE
4420,4,825700,18000,1,TRUE
4430,29,923733,9600,-5,FALSE
4461,121,11698289,8000,25,FALSE
4462,247,45839972,257830,161,FALSE
4463,6,266000,15000,0,TRUE
4464,56,20849654,418855,67,FALSE
4466,31,11119494,531120,24,FALSE
4468,5,2158480,450000,7,TRUE
4469,1,150000,150000,0,TRUE
4471,74,24812127,205405,76,FALSE
4473,73,19670274,316730,55,FALSE
4474,107,31468389,349980,104,FALSE
4475,11,1753120,46882,0,FALSE
4477,2,11500,5750,-1,TRUE
4478,1,16537,16537,0,TRUE
4486,84,19808560,294690,57,FALSE
4487,271,70764324,278920,181,FALSE
4490,2,460000,230000,0,TRUE
4500,35,3413578,7084,9,FALSE
4510,7,823600,60000,0,TRUE
4520,69,41311200,85000,-1,FALSE
4530,11,2272007,52539,0,FALSE
4540,4,364000,97000,0,TRUE
4551,98,39124814,300390,52,FALSE
4560,4,103000,25250,1,TRUE
4570,8,106560,5000,0,TRUE
4580,43,3878891,9208,6,FALSE
4590,11,5916006,7728,2,FALSE
4600,8,425347,28500,0,TRUE
4610,8,188050,20500,0,TRUE
4620,9,36716,3596,0,TRUE
4630,7,571588,65000,0,TRUE
4640,5,151980,5000,0,TRUE
4650,11,963103,54515,0,FALSE
4660,7,1606647,138988,0,TRUE
4670,3,515000,25000,0,TRUE
4700,3,18000,5000,0,TRUE
4710,3,42500,14500,0,TRUE
4720,17,142509,5059,1,FALSE
4730,16,519811,5000,1,FALSE
4740,76,17325529,250000,70,FALSE
4750,229,51000374,258400,212,FALSE
5010,83,6144285,10000,8,FALSE
5020,13,1143277,10000,0,FALSE
5030,10,117251,6250,0,FALSE
5040,95,14314883,10000,17,FALSE
5060,23,2816768,20000,12,FALSE
5070,2,18519,9259.5,0,TRUE
5080,14,394527,10000,-1,FALSE
5090,18,457882,9350,1,FALSE
5100,24,1222650,5000,7,FALSE
5110,17,4988357,100000,0,FALSE
5120,14,3351695,160000,0,FALSE
5130,6,83600,7500,1,TRUE
5151,14,1334000,54500,0,FALSE
5160,13,171338,10500,4,FALSE
5170,21,3400264,125000,0,FALSE
5180,8,16470406,5000,88,TRUE
5190,10,728600,15250,0,FALSE
5200,82,9855713,32500,26,FALSE
5210,26,3302564,15000,-1,FALSE
5220,34,1036987,6900,1,FALSE
5230,8,37733,4000,1,TRUE
5250,8,633423,51500,0,TRUE
5260,20,2229109,23875,2,FALSE
5270,29,1525320,6000,6,FALSE
5280,17,170229,5000,0,FALSE
5290,111,11837466,6210,19,FALSE
5300,4,229900,52500,0,TRUE
5310,46,3186167,6767,-1,FALSE
5320,44,2006408,5260,2,FALSE
5330,99,33201732,8925,100,FALSE
5340,16,863297,16750,0,FALSE
5350,20,1630140,14500,0,FALSE
5360,8,268572,20000,2,TRUE
5370,8,1162864,13500,0,TRUE
5390,1,95000,95000,0,TRUE
5400,3,94000,10000,0,TRUE
5401,2,52000,26000,0,TRUE
5430,12,785500,8000,2,FALSE
5451,2,23472,11736,0,TRUE
5452,29,33875005,5000,240,FALSE
5453,25,3414120,12000,6,FALSE
5454,73,13676386,9500,25,FALSE
5457,18,1895514,14944,7,FALSE
5458,338,130155687,311220,571,FALSE
5460,5,45595,5000,0,TRUE
5462,446,92564879,257860,382,FALSE
5463,189,48788050,292220,165,FALSE
5465,43,22839903,541310,35,FALSE
5466,8,16335377,135000,0,TRUE
5467,92,19283723,282340,80,FALSE
5468,38,10995371,330790,35,FALSE
5469,174,25252754,9114,111,FALSE
5470,10,536216,3500,0,FALSE
5472,20,7392000,155000,0,FALSE
5476,42,8278410,25000,13,FALSE
5477,20,1527830,20000,1,FALSE
5480,111,17131876,9700,43,FALSE
5490,5,132000,31800,0,TRUE
5505,165,87531480,35000,185,FALSE
5511,23,496639,10000,0,FALSE
5520,14,9548875,311000,0,FALSE
5530,8,14644597,471098.5,0,TRUE
5540,26,4486798,18500,-2,FALSE
5570,331,99669617,161000,210,FALSE
5574,183,74212339,420470,191,FALSE
5578,301,81957172,325660,278,FALSE
5580,35,3640819,10000,0,FALSE
5590,6,93000,14500,0,TRUE
5610,23,973565,10000,5,FALSE
5620,11,106300,7200,0,FALSE
5630,11,1077720,8000,1,FALSE
5640,47,550989,5060,1,FALSE
5642,70,758401,5000,1,FALSE
6010,19,994263,6578,2,FALSE
6020,21,750719,6000,3,FALSE
6030,12,3884288,23350,0,FALSE
6040,122,21067532,7579,23,FALSE
6061,70,4034220,5510,6,FALSE
6070,19,3377290,5000,-6,FALSE
6090,6,250300,30000,0,TRUE
6100,18,4026742,107500,0,FALSE
6110,7,630000,50000,0,TRUE
6140,13,185983,5000,0,FALSE
6150,16,209786,7151,3,FALSE
6160,13,1494960,25000,0,FALSE
6170,8,4022602,93000,0,TRUE
6180,13,1919256,50000,0,FALSE
6190,3,130000,15000,0,TRUE
6195,17,1759350,60000,0,FALSE
6200,6,59000,8750,1,TRUE
6211,31,1945348,5566,-1,FALSE
6213,437,66855061,15000,178,FALSE
6214,45,55246628,80000,0,FALSE
6216,250,48079550,252225,171,FALSE
6230,78,7407026,10000,21,FALSE
6240,34,1017957,7338,3,FALSE
6250,4,208500,60500,0,TRUE
6260,6,862300,144000,0,TRUE
6270,32,696612,6352.5,3,FALSE
6280,7,101700,3000,0,TRUE
6290,64,5745788,8370,13,FALSE
6300,12,201450,6500,2,FALSE
6310,61,4225751,7176,3,FALSE
6320,47,4286396,7268,8,FALSE
6330,20,30593526,11769,174,FALSE
6340,4,165000,27500,2,TRUE
6350,20,1231784,6812,6,FALSE
6360,104,8210722,7987,12,FALSE
6370,25,179233,5505,5,FALSE
6380,2,1,0.5,0,TRUE
6390,27,2202954,6400,1,FALSE
6400,9,54900,3500,1,TRUE
6410,5,35268,5000,0,TRUE
6420,2,41000,20500,0,TRUE
6430,17,5269310,125000,0,FALSE
6441,134,31634820,286425,110,FALSE
6442,55,3415994,6072,3,FALSE
6443,156,33103871,152000,91,FALSE
6444,409,119780129,310650,424,FALSE
6450,6,169669,7384.5,0,TRUE
6460,11,1244718,10000,1,FALSE
6470,6,192570,21000,2,TRUE
6480,5,205500,10000,1,TRUE
6492,1,15000,15000,0,TRUE
6510,3,167000,57000,0,TRUE
6520,13,4434200,70000,0,FALSE
6530,12,336306,9250,2,FALSE
6540,5,142500,5000,0,TRUE
6550,65,1265619,5060,3,FALSE
6560,15,1175721,62000,0,FALSE
6570,24,4255310,32500,0,FALSE
6580,24,274862,11250,2,FALSE
6590,26,5916875,144000,0,FALSE
6600,11,321150,16000,2,FALSE
6610,143,12359935,6080,10,FALSE
6620,4,1472660,333830,0,TRUE
6640,23,19961610,75650,0,FALSE
6650,4,309000,55000,0,TRUE
6661,127,32235690,257260,163,FALSE
6662,342,95468416,180000,357,FALSE
6663,2,621830,310915,1,TRUE
6665,1,10000,10000,-1,TRUE
6668,2,4000,2000,-1,TRUE
6670,16,25736904,5000,160,FALSE
6680,3,462662,25000,1,TRUE
6690,8,862830,75000,0,TRUE
6700,29,6476294,60000,0,FALSE
6710,41,3980495,6000,0,FALSE
6720,10,2962357,47500,0,FALSE
6730,28,6617927,5313,3,FALSE
6750,12,186537,6388.5,3,FALSE
6760,5,144078,6578,0,TRUE
6770,11,1654810,10000,4,FALSE
6780,14,5101705,25000,-1,FALSE
6790,25,255780,4600,3,FALSE
