Neighbourhood ID,n_permits,total_construction_value,median_construction_value,units_added_total,suppressed
1010,95,11422419,6072,16,FALSE
1020,22,5592850,8500,21,FALSE
1030,26,3539519,19000,-6,FALSE
1070,6,643150,6500,0,TRUE
1080,20,4467106,5283,32,FALSE
1090,177,93869684,91000,10,FALSE
1100,35,2306473,7176,20,FALSE
1111,10,4049500,262500,0,FALSE
1120,11,26342832,60000,0,FALSE
1130,4,82176,18588,0,TRUE
1140,41,8642973,10000,-3,FALSE
1150,2,8500,4250,-1,TRUE
1151,31,1902566,20000,0,FALSE
1160,26,1300092,5543,4,FALSE
1170,13,1418026,5555,14,FALSE
1180,23,5881591,11000,93,FALSE
1200,3,97000,22000,0,TRUE
1210,32,2182525,6894.5,2,FALSE
1220,9,407600,5000,0,TRUE
1230,72,23801208,85000,1,FALSE
1240,5,422860,40000,0,TRUE
1250,21,699870,6080,4,FALSE
1270,3,1770000,300000,0,TRUE
2020,20,14869052,3500,-2,FALSE
2030,6,94801,6624,1,TRUE
2040,25,1032638,4326,3,FALSE
2050,15,15813602,4136,1,FALSE
2060,9,79392,5566,1,TRUE
2070,22,2213790,4400,0,FALSE
2080,18,300994,5313,0,FALSE
2090,8,43438,6887,-1,TRUE
2100,15,273727,2500,-2,FALSE
2110,118,11415506,5060,33,FALSE
2120,10,2841500,20000,25,FALSE
2130,11,1786078,259160,6,FALSE
2145,18,4498670,15000,1,FALSE
2160,16,37172273,175000,0,FALSE
2230,8,372728,20000,0,TRUE
2241,52,17101375,298000,46,FALSE
2260,7,228500,3500,0,TRUE
2270,10,147316,4340,0,FALSE
2280,18,5477532,23000,35,FALSE
2290,16,1707522,27500,0,FALSE
2320,1,1000,1000,0,TRUE
2330,42,1574621,6624,4,FALSE
2340,110,41855210,17000,66,FALSE
2350,7,55832,6624,0,TRUE
2360,3,100000,10000,0,TRUE
2380,6,14826064,55000,0,TRUE
2390,14,126527,4995,0,FALSE
2400,18,1246891,30000,0,FALSE
2410,18,1941798,9485,1,FALSE
2420,8,601802,47139.5,2,TRUE
2430,18,4543595,304380,12,FALSE
2440,128,11813544,5060,39,FALSE
2450,12,94857,5842,0,FALSE
