Neighbourhood ID,n_permits,total_construction_value,median_construction_value,units_added_total,suppressed
4700,6,54700,9200,0,TRUE
4710,6,36500,8000,0,TRUE
4720,33,175939,6600,0,FALSE
4730,14,94500,8000,0,FALSE
4740,55,6083885,25000,30,FALSE
4750,255,63889211,186120,331,FALSE
5010,62,4623669,55000,30,FALSE
5020,17,397719,5000,1,FALSE
5030,7,0,NA,0,TRUE
5040,55,14285710,222560,87,FALSE
5060,5,202000,52500,0,TRUE
5070,2,0,NA,0,TRUE
5080,11,407234,29775,0,FALSE
5090,13,827400,35000,1,FALSE
5100,22,431400,18450,0,FALSE
5110,17,7087999,95000,0,FALSE
5120,21,6872391,75000,0,FALSE
5130,14,536700,27500,0,FALSE
5151,7,216500,15000,0,TRUE
5160,14,575360,27350,0,FALSE
5170,28,14198350,100000,0,FALSE
5180,16,59190488,30000,358,FALSE
5190,6,1630632,100000,0,TRUE
5200,48,9428349,32500,12,FALSE
5210,25,3335640,130000,9,FALSE
5220,30,322400,15000,-1,FALSE
5230,8,441122,24357,1,TRUE
5250,14,3239752,15000,0,FALSE
5260,10,477810,36910,1,FALSE
5270,18,625840,19000,2,FALSE
5280,36,828100,17000,5,FALSE
5290,87,45048359,39500,242,FALSE
5300,3,18000,18000,0,TRUE
5310,36,1072840,20000,4,FALSE
5320,65,6494475,80000,21,FALSE
5330,58,21617131,148920,125,FALSE
5340,14,185600,12000,0,FALSE
5350,25,879787,20000,1,FALSE
5360,12,850100,25000,0,FALSE
5370,1,5000,5000,0,TRUE
5380,1,0,NA,0,TRUE
5400,2,1020000,510000,0,TRUE
5401,5,1401200,210000,0,TRUE
5430,20,8312580,25000,1,FALSE
5451,3,684300,342150,1,TRUE
5452,17,701500,16500,0,FALSE
5453,12,138000,20000,0,FALSE
5454,61,37197443,11000,192,FALSE
5456,2,0,NA,0,TRUE
5457,15,270854,20000,0,FALSE
5458,125,11643094,20000,68,FALSE
5460,1,55000,55000,0,TRUE
5462,217,82237314,258635,304,FALSE
5463,173,53237365,211440,259,FALSE
5465,38,8963166,301080,18,FALSE
5466,5,6795140,150000,0,TRUE
5467,210,39270783,214320,164,FALSE
5468,104,12979858,169800,68,FALSE
5469,166,23848820,209022.5,122,FALSE
5470,17,427500,9500,0,FALSE
5471,231,2279234,18000,0,FALSE
5472,10,3903850,312725,12,FALSE
5476,37,60630787,20000,167,FALSE
5477,31,16584042,75000,2,FALSE
5480,99,8536931,33962,10,FALSE
5490,6,508600,3800,0,TRUE
5505,82,8996959,20000,4,FALSE
5511,31,831372,16500,0,FALSE
5520,5,1696089,410000,0,TRUE
5530,4,9947024,1722500,0,TRUE
5540,7,1999160,40000,3,TRUE
5570,151,36521658,175000,84,FALSE
5574,369,80036382,246360,333,FALSE
5578,73,4870193,17000,26,FALSE
5579,221,44560515,236520,214,FALSE
5580,44,5516755,70560,27,FALSE
5590,6,71700,5000,0,TRUE
5610,29,1422267,21000,0,FALSE
5620,9,150206,20000,0,TRUE
5630,17,2109936,25000,0,FALSE
5640,32,427786,20000,0,FALSE
5642,55,1858719,11000,5,FALSE
6010,15,73780,10000,0,FALSE
6020,34,2079555,24500,10,FALSE
6030,9,137600,22500,0,TRUE
6040,75,9264548,39000,22,FALSE
6061,38,1525698,40000,5,FALSE
6070,9,1041376,19245,0,TRUE
6090,4,432000,92000,0,TRUE
6100,11,2224428,40000,0,FALSE
6110,4,140000,25000,0,TRUE
6140,19,248600,10000,0,FALSE
6150,19,844040,28750,2,FALSE
6160,5,393000,75000,0,TRUE
6170,12,3063013,122500,0,FALSE
6180,9,636750,75000,0,TRUE
6190,8,7407744,492372,0,TRUE
6195,15,3212722,125000,0,FALSE
6200,4,91478,25000,0,TRUE
6211,21,697280,5500,1,FALSE
6213,204,9101530,15000,24,FALSE
6214,41,13334927,100000,0,FALSE
6216,457,62865145,225480,335,FALSE
6230,80,4974561,25000,24,FALSE
6240,29,952501,22000,2,FALSE
6260,6,4802000,170000,0,TRUE
6270,17,499970,12000,2,FALSE
6280,10,36500,5000,0,FALSE
6290,48,2910625,44000,12,FALSE
6300,13,434000,9500,0,FALSE
6310,67,92135302,150000,393,FALSE
6320,28,1601575,45000,7,FALSE
6330,13,2351280,25000,0,FALSE
6340,8,428138,70750,0,TRUE
6350,14,150304,5000,0,FALSE
6360,58,4609116,50000,33,FALSE
6370,22,600800,16000,0,FALSE
6380,3,148890,20000,0,TRUE
6390,21,1765300,11000,0,FALSE
6400,8,369999,65000,0,TRUE
6410,2,12000,12000,0,TRUE
6430,13,7265000,110000,0,FALSE
6441,188,87728021,255960,374,FALSE
6442,31,582501,10000,0,FALSE
6443,91,67485190,25500,269,FALSE
6444,451,64716786,197160,276,FALSE
6445,1,10000,10000,0,TRUE
6450,9,34600,3000,0,TRUE
6460,13,952016,7500,4,FALSE
6470,16,396463,42463,-1,FALSE
6480,9,109000,8750,0,TRUE
6510,1,10000,10000,0,TRUE
6520,4,4600000,575000,0,TRUE
6530,15,684680,26000,0,FALSE
6540,3,941096,101152,0,TRUE
6550,48,3524038,20000,0,FALSE
6560,18,18018994,32500,0,FALSE
6570,16,1582481,30000,0,FALSE
6580,16,324650,36200,1,FALSE
6590,10,2006531,137500,0,FALSE
6600,12,377215,21107.5,0,FALSE
6610,73,10587280,30000,22,FALSE
6620,1,5934000,5934000,0,TRUE
6640,24,6618458,37500,0,FALSE
6650,8,2942000,27000,0,TRUE
6661,229,82791958,225720,318,FALSE
6662,255,30549014,82000,118,FALSE
6663,3,10000,10000,0,TRUE
6670,18,438720,45000,2,FALSE
6680,7,131800,37500,0,TRUE
6690,7,1294811,121411,0,TRUE
6700,26,1208882,20000,0,FALSE
6710,42,2679995,43000,5,FALSE
6720,3,505650,100000,0,TRUE
6730,13,814700,57500,3,FALSE
6750,13,152100,14000,0,FALSE
6760,20,522900,17500,0,FALSE
6770,14,471540,14000,2,FALSE
6780,5,291000,50000,0,TRUE
6790,31,198500,8000,0,FALSE
8886,1,0,NA,0,TRUE
8889,3,4760000,250000,0,TRUE
