Neighbourhood ID,n_permits,total_construction_value,median_construction_value,units_added_total,suppressed
3111,151,32829876,214935,185,FALSE
3120,21,41836200,201785,237,FALSE
3140,63,9941605,52000,13,FALSE
3150,24,2717660,15000,0,FALSE
3160,4,68800,2250,0,TRUE
3170,25,236837,23825,1,FALSE
3180,23,234872,9000,1,FALSE
3190,5,22192,4192,0,TRUE
3200,118,14335868,219420,24,FALSE
3210,65,4708995,43500,21,FALSE
3220,4,155550,27725,0,TRUE
3230,6,87200,6000,0,TRUE
3240,94,9399531,24500,28,FALSE
3250,21,411000,18250,1,FALSE
3260,37,5047086,85000,11,FALSE
3270,63,26423119,120000,81,FALSE
3280,8,30000,4000,0,TRUE
3290,3,545000,200000,0,TRUE
3300,19,15502625,30000,2,FALSE
3310,58,2868463,25000,16,FALSE
3320,12,143964,14000,0,FALSE
3330,86,7097966,177502.5,24,FALSE
3340,12,2860300,145000,11,FALSE
3350,30,1201223,12778,9,FALSE
3360,4,433000,120000,0,TRUE
3370,106,15301599,198145,58,FALSE
3380,1,15000,15000,0,TRUE
3382,1,780000,780000,0,TRUE
3390,23,588549,20000,1,FALSE
3410,18,3038560,35000,2,FALSE
3430,15,157799,7000,0,FALSE
3440,191,59179167,78400,432,FALSE
3450,28,6742648,15588,2,FALSE
3460,5,97000,23000,0,TRUE
3470,28,306288,9500,0,FALSE
3480,22,2021720,133652.5,7,FALSE
4010,7,3110646,175000,0,TRUE
4011,1,59000,59000,0,TRUE
4014,3,615000,50000,0,TRUE
4020,12,9992,500,0,FALSE
4023,1,1932000,1932000,0,TRUE
4030,5,1563396,19896,0,TRUE
4040,9,75100,20000,0,TRUE
4050,9,1750500,100000,0,TRUE
4060,51,4439957,45000,28,FALSE
4070,3,48000,24000,0,TRUE
4080,13,4074950,45000,0,FALSE
4090,42,2234708,10000,13,FALSE
4100,2,110000,55000,0,TRUE
4110,5,757800,51800,0,TRUE
4120,3,407320,203660,1,TRUE
4130,10,1623551,63290,0,FALSE
4140,15,376900,8000,0,FALSE
4150,3,281000,100000,0,TRUE
4160,5,67000,11000,0,TRUE
4170,5,400000,40000,0,TRUE
4180,45,6671893,71250,8,FALSE
4200,25,6169720,10000,15,FALSE
4210,13,1528212,100000,0,FALSE
4220,15,138500,20500,0,FALSE
4230,21,4094660,79925,8,FALSE
4240,10,58000,8000,0,FALSE
4260,1,250000,250000,0,TRUE
4261,5,1208000,50000,0,TRUE
4270,19,353000,9000,0,FALSE
4280,19,472050,25000,0,FALSE
4290,26,1233595,22000,8,FALSE
4300,15,2344149,58750,0,FALSE
4310,16,443001,40000,0,FALSE
4320,41,48215699,75515,0,FALSE
4330,8,10076000,81500,0,TRUE
4340,2,3321713,1660856.5,0,TRUE
4350,11,857233,69500,0,FALSE
4360,17,629359,30000,0,FALSE
4380,14,54700,5000,0,FALSE
4390,13,2322565,211432.5,4,FALSE
4400,21,61436597,250000,0,FALSE
4410,3,7850000,700000,0,TRUE
4420,5,620482,31500,0,TRUE
4430,27,1209461,26605.5,4,FALSE
4461,86,3936395,15000,8,FALSE
4462,280,57125583,209530,229,FALSE
4463,4,537100,133400,2,TRUE
4464,67,15422060,246215,79,FALSE
4466,37,9649295,75000,18,FALSE
4467,2,688197,344098.5,0,TRUE
4468,70,18943505,217695,94,FALSE
4471,94,14618039,189980,71,FALSE
4473,32,2583825,165370,10,FALSE
4474,66,11527950,242420,51,FALSE
4475,16,4010711,193375,0,FALSE
4477,4,625816,286695,4,TRUE
4486,71,10057955,207460,54,FALSE
4487,369,86755570,185955,465,FALSE
4490,1,60000,60000,0,TRUE
4500,30,1802994,23000,12,FALSE
4510,7,776700,90000,0,TRUE
4520,60,16425880,82500,0,FALSE
4530,11,8583500,141420,0,FALSE
4540,5,416151,60000,0,TRUE
4551,53,8011564,132247,18,FALSE
4560,3,314800,157400,0,TRUE
4570,5,66300,11300,0,TRUE
4580,49,3176136,30000,16,FALSE
4590,20,6098672,25000,0,FALSE
4600,8,519600,25300,0,TRUE
4610,6,838490,50000,1,TRUE
4620,5,189000,94500,0,TRUE
4630,12,796736,55455,0,FALSE
4640,4,224000,30000,0,TRUE
4650,11,2059181,94000,0,FALSE
4660,11,11920468,150000,0,FALSE
4670,5,2149000,44000,0,TRUE
4700,7,82460,41230,1,TRUE
4710,11,239245,36772.5,0,FALSE
4720,19,283344,8000,0,FALSE
4730,21,446171,11500,1,FALSE
4740,69,14898686,286925,90,FALSE
4750,225,27123553,173477.5,147,FALSE
5010,68,6192670,24500,9,FALSE
5020,27,2152299,100000,5,FALSE
5030,11,188425,11895,0,FALSE
5040,63,3878590,25000,13,FALSE
5060,16,7589170,5500,0,FALSE
5070,6,103500,10000,0,TRUE
5080,15,2001200,25000,2,FALSE
5090,25,1298911,20000,1,FALSE
5100,17,636500,24500,0,FALSE
5110,25,14993491,160000,0,FALSE
5120,7,1615000,175000,0,TRUE
5130,9,89285,25000,0,TRUE
5151,21,4655198,85000,0,FALSE
5160,19,560000,15000,0,FALSE
5170,43,10745799,150000,0,FALSE
5180,15,2109753,50000,0,FALSE
5190,10,474000,20000,0,FALSE
5200,76,9085979,57950,19,FALSE
5210,28,2643475,284625,7,FALSE
5220,29,687200,22000,1,FALSE
5230,7,144500,16750,0,TRUE
5250,10,1151000,39000,0,FALSE
5260,10,1003795,275000,2,FALSE
5270,20,1392479,25000,-46,FALSE
5280,16,374000,30000,0,FALSE
5290,99,6019449,25000,31,FALSE
5300,3,420000,210000,0,TRUE
5310,34,2064100,35000,6,FALSE
5320,68,7750437,75000,21,FALSE
5330,74,6613441,24000,9,FALSE
5340,18,843863,7500,0,FALSE
5350,22,647756,30500,0,FALSE
5360,3,70000,35000,0,TRUE
5370,11,153770,15000,0,FALSE
5380,1,15000,15000,0,TRUE
5390,5,176600,20000,0,TRUE
5400,1,4869,4869,0,TRUE
5401,9,22073845,50000,0,TRUE
5430,15,788410,20000,3,FALSE
5451,2,60000,60000,0,TRUE
5452,24,740600,9750,1,FALSE
5453,10,564300,24300,0,FALSE
5454,50,3831440,15000,17,FALSE
5457,17,402375,27500,0,FALSE
5458,208,44387970,188715,201,FALSE
5462,255,89358780,233220,392,FALSE
5463,171,26630398,189980,119,FALSE
5465,40,17164220,284124,23,FALSE
5466,3,665000,80000,0,TRUE
5467,205,32339385,205505,156,FALSE
5468,116,17962765,169740,106,FALSE
5469,83,5089453,170200,23,FALSE
5470,13,425700,3250,0,FALSE
5471,239,2414918,15250,0,FALSE
5472,8,44857492,571000,271,TRUE
5476,24,1947470,21000,4,FALSE
5477,15,3277850,43425,0,FALSE
5480,113,10996008,53250,26,FALSE
5490,7,178000,25000,0,TRUE
5505,92,19321462,39000,5,FALSE
5511,30,4160666,18183,26,FALSE
5520,12,6755059,140000,0,FALSE
5530,3,1134945,105000,0,TRUE
5540,12,441000,25000,0,FALSE
5570,230,52286882,200000,202,FALSE
5574,301,100039029,249895,455,FALSE
5578,109,32098897,25000,104,FALSE
5579,139,30332595,244490,145,FALSE
5580,44,6121290,233910,20,FALSE
5590,30,291250,4500,0,FALSE
5610,20,645163,15000,0,FALSE
5620,14,220800,20000,1,FALSE
5630,14,155500,25000,0,FALSE
5640,34,461775,24000,0,FALSE
5642,65,2463858,19250,6,FALSE
6010,11,341900,12500,2,FALSE
6020,36,2146943,24000,3,FALSE
6030,15,151788,9644,0,FALSE
6040,118,9403406,50000,33,FALSE
6061,57,2107193,9500,7,FALSE
6070,14,12174746,604785,13,FALSE
6090,2,17000,8500,0,TRUE
6100,13,1608000,68000,0,FALSE
6140,14,306350,13850,0,FALSE
6150,8,2000,2000,0,TRUE
6160,9,860681,70000,0,TRUE
6170,9,22295861,75000,0,TRUE
6180,11,894600,75000,0,FALSE
6190,2,900000,450000,0,TRUE
6195,15,13562000,400000,0,FALSE
6200,8,139850,5000,0,TRUE
6211,20,192210,8000,0,FALSE
6213,235,13533916,23803,34,FALSE
6214,36,10647000,80000,0,FALSE
6216,402,71606864,228390,334,FALSE
6230,69,3214471,21500,10,FALSE
6240,35,1154730,23300,5,FALSE
6250,3,377385,5000,0,TRUE
6260,4,339285,42000,0,TRUE
6270,17,711360,20000,3,FALSE
6280,12,210269,24000,0,FALSE
6290,49,3543702,126180,20,FALSE
6300,11,340301,10000,0,FALSE
6310,70,3804684,25000,-62,FALSE
6320,41,9515065,49875,14,FALSE
6330,22,539500,10000,1,FALSE
6340,3,54000,24000,0,TRUE
6350,16,143000,7500,0,FALSE
6360,76,3389056,32500,11,FALSE
6370,21,1181200,42800,0,FALSE
6380,3,422000,70000,0,TRUE
6390,21,809175,23185,1,FALSE
6400,8,742120,117030,4,TRUE
6410,5,1000,1000,0,TRUE
6420,2,6999910,3499955,0,TRUE
6430,13,964300,60000,0,FALSE
6441,133,24141440,228965,113,FALSE
6442,48,2318045,19000,2,FALSE
6443,70,18924774,25000,9,FALSE
6444,386,66686876,228275,326,FALSE
6450,11,129000,25000,0,FALSE
6460,13,84522,5000,0,FALSE
6470,5,354280,45000,1,TRUE
6480,7,243600,25000,0,TRUE
6491,1,0,NA,0,TRUE
6520,8,5321669,299000,0,TRUE
6530,17,146699,9500,3,FALSE
6540,9,24117500,105000,0,TRUE
6550,55,1118728,22500,0,FALSE
6560,12,2722365,50157.5,0,FALSE
6570,16,3063465,24000,0,FALSE
6580,18,4301559,18000,15,FALSE
6590,25,2830646,90000,0,FALSE
6600,10,150000,25000,0,FALSE
6610,128,14253874,30000,64,FALSE
6620,1,250000,250000,0,TRUE
6640,33,9012233,80000,0,FALSE
6650,5,143000,17000,0,TRUE
6661,161,16984520,158470,73,FALSE
6662,355,79234849,219650,399,FALSE
6663,2,0,NA,0,TRUE
6670,16,283500,10000,1,FALSE
6680,14,442000,15000,0,FALSE
6690,10,1860213,131738.5,0,FALSE
6700,34,8499500,72500,1,FALSE
6710,36,4269211,153787.5,10,FALSE
6720,8,2460675,82000,0,TRUE
6730,12,947778,22500,0,FALSE
6750,6,3368606,55000,0,TRUE
6760,12,140200,19600,0,FALSE
6770,10,157892,10000,0,FALSE
6780,8,3782600,71300,0,TRUE
6790,27,235030,9575,0,FALSE
8886,2,460920,460920,1,TRUE
8887,2,87032,43516,1,TRUE
8888,1,124200,124200,1,TRUE
