Neighbourhood ID,n_permits,total_construction_value,median_construction_value,units_added_total,suppressed
1010,82,5252135,40000,39,FALSE
1020,36,68187006,141278.5,237,FALSE
1030,25,4682342,100000,4,FALSE
1070,10,917297,70000,1,FALSE
1080,16,2099148,156000,16,FALSE
1090,216,246182204,100000,608,FALSE
1100,25,148200,8000,0,FALSE
1111,51,9819666,90000,27,FALSE
1120,6,551500,25000,0,TRUE
1130,6,77000,22000,0,TRUE
1140,49,30853490,30000,-1,FALSE
1150,1,0,NA,0,TRUE
1151,71,37353982,87500,45,FALSE
1160,41,3010825,45000,28,FALSE
1170,33,3067587,70000,3,FALSE
1180,50,8825824,50000,17,FALSE
1210,26,794810,25000,2,FALSE
1220,9,1536008,400000,0,TRUE
1230,57,13197144,123625,25,FALSE
1240,14,812692,15000,1,FALSE
1250,21,935980,25000,10,FALSE
1270,3,6010000,10000,0,TRUE
2020,27,2071183,189029,19,FALSE
2030,1,0,NA,0,TRUE
2040,28,1554850,77000,16,FALSE
2050,13,82500,7000,0,FALSE
2060,20,567633,36941.5,2,FALSE
2070,17,199000,10000,0,FALSE
2080,36,16918312,30000,71,FALSE
2090,9,785250,169875,4,TRUE
2100,35,760600,21500,1,FALSE
2110,30,627146,16000,0,FALSE
2120,5,8000,8000,0,TRUE
2130,8,71000,15000,0,TRUE
2145,14,8145908,200000,11,FALSE
2160,23,10540694,15000,0,FALSE
2230,19,959715,35000,2,FALSE
2241,20,830000,40000,0,FALSE
2251,20,10801381,15000,0,FALSE
2260,9,635000,25000,-1,TRUE
2270,4,10000,5000,0,TRUE
2280,78,27533250,321625,155,FALSE
2290,11,904000,38000,0,FALSE
2311,13,19709375,400000,15,FALSE
2320,5,417000,208500,0,TRUE
2330,30,1760612,96000,9,FALSE
2340,21,1320400,32500,0,FALSE
2350,11,736500,9000,-1,FALSE
2360,4,415000,50000,0,TRUE
2380,6,168000,2000,0,TRUE
2390,9,419200,55000,1,TRUE
2400,15,2414000,60000,0,FALSE
2410,16,374740,19500,-1,FALSE
2420,21,1173625,36500,8,FALSE
2430,20,2333450,207562.5,8,FALSE
2440,65,3605875,35000,10,FALSE
2450,20,278325,34250,2,FALSE
2462,141,26173220,205000,106,FALSE
2463,66,5818000,32500,22,FALSE
2500,13,150000,20000,0,FALSE
2511,15,72000,10000,0,FALSE
2522,213,61924920,30000,310,FALSE
2530,11,97800,23000,0,FALSE
