Neighbourhood ID,n_permits,total_construction_value,median_construction_value,units_added_total,suppressed
1010,92,5190604,85000,48,FALSE
1020,14,2573066,47000,-1,FALSE
1030,31,2922166,46000,1,FALSE
1070,12,831903,51000,2,FALSE
1080,13,406407,30000,0,FALSE
1090,231,231493191,100000,289,FALSE
1100,41,5524556,75000,38,FALSE
1111,49,16111670,80000,88,FALSE
1120,8,37478700,15000,0,TRUE
1130,9,6123250,326625,12,TRUE
1140,31,4770218,15000,5,FALSE
1150,3,79926,79926,0,TRUE
1151,95,124277493,106000,490,FALSE
1160,31,13124060,10000,81,FALSE
1170,23,3902303,80000,1,FALSE
1180,61,21862022,75000,49,FALSE
1200,2,335000,167500,0,TRUE
1210,35,3672615,193560,15,FALSE
1220,10,9761863,107500,0,FALSE
1230,53,22552128,80000,8,FALSE
1240,13,26238371,150000,1,FALSE
1250,25,4942126,45500,5,FALSE
1270,3,2339284,329284,0,TRUE
2010,3,175000,65000,0,TRUE
2020,31,806924,27500,2,FALSE
2030,1,0,NA,0,TRUE
2040,28,2082795,136550,14,FALSE
2050,12,3032802,97786,16,FALSE
2060,14,645500,25000,0,FALSE
2070,20,62501,5000,-1,FALSE
2080,19,985343,49000,0,FALSE
2090,5,50000,50000,0,TRUE
2100,23,616256,46665.5,2,FALSE
2110,32,513450,20000,0,FALSE
2120,5,185199,4999,0,TRUE
2130,2,26050,13025,0,TRUE
2145,9,1635000,65000,0,TRUE
2160,11,10953524,425000,0,FALSE
2230,12,752747,49000,3,FALSE
2241,11,649720,15000,1,FALSE
2251,15,677690,20000,2,FALSE
2260,13,386037,25000,0,FALSE
2270,5,13000,6500,0,TRUE
2280,106,26863020,312250,124,FALSE
2290,20,1284347,48500,0,FALSE
2311,10,3737512,97500,0,FALSE
2320,7,192066,21091.5,0,TRUE
2330,55,3341383,78000,8,FALSE
2340,26,1131488,12500,0,FALSE
2350,13,476720,49520,1,FALSE
2360,3,60000,30000,0,TRUE
2380,13,6771581,28000,13,FALSE
2390,11,442905,27500,1,FALSE
2400,11,5187188,350000,0,FALSE
2410,15,1608270,47500,-1,FALSE
2420,28,2180589,49499.5,4,FALSE
2430,24,3548125,203125,21,FALSE
2440,97,15270456,251312.5,56,FALSE
2450,16,174833,20000,0,FALSE
2462,130,20542320,206250,99,FALSE
2463,114,21504935,246250,98,FALSE
2500,10,206200,27250,0,FALSE
2511,13,123500,20000,0,FALSE
2522,278,41093767,151222.5,148,FALSE
2530,10,500777,30500,0,FALSE
2541,9,370000,20000,0,TRUE
2550,33,3551720,69120,10,FALSE
2560,25,2080375,201125,13,FALSE
2580,15,852700,68000,1,FALSE
2590,3,147725,47725,0,TRUE
2600,15,189000,8500,-1,FALSE
2611,149,24770450,237250,95,FALSE
2640,1,0,NA,0,TRUE
2650,1,184000,184000,0,TRUE
2660,14,241601,22500,0,FALSE
2671,8,2523125,281500,12,TRUE
2681,3,0,NA,0,TRUE
2690,1,0,NA,0,TRUE
2692,11,1557500,413000,3,FALSE
2700,81,16898704,287400,62,FALSE
2710,3,60000,30000,0,TRUE
2720,6,4882000,40000,0,TRUE
3010,18,789680,17500,2,FALSE
3020,9,1133000,33250,0,TRUE
3030,8,128000,10000,0,TRUE
3040,9,73300,11000,0,TRUE
3050,2,45000,22500,0,TRUE
3060,12,438580,15000,0,FALSE
3070,45,3551379,72500,27,FALSE
3080,8,274000,27500,0,TRUE
3090,14,4113200,40000,0,FALSE
3111,134,120279707,221125,543,FALSE
3120,18,1334992,397125,3,FALSE
3140,58,5354751,178400,12,FALSE
