Neighbourhood ID,n_permits,total_construction_value,median_construction_value,units_added_total,suppressed
3350,21,4269277,20000,16,FALSE
3380,1,15000,15000,0,TRUE
3382,2,11040000,5520000,0,TRUE
3390,21,1034200,5060,2,FALSE
3410,8,489302,41000,0,TRUE
3430,8,229949,3780,0,TRUE
3440,94,6078920,9100,2,FALSE
3450,32,4301624,8800,33,FALSE
3470,49,10678900,289940,26,FALSE
3480,7,505162,2500,1,TRUE
4010,2,85000,42500,0,TRUE
4011,3,271000,70000,0,TRUE
4018,2,12500,6250,-1,TRUE
4020,7,163351,19219,0,TRUE
4030,6,3435000,325000,0,TRUE
4040,11,894797,4000,1,FALSE
4050,7,1396000,120000,0,TRUE
4060,50,7531798,7338,29,FALSE
4080,9,576750,27000,0,TRUE
4090,36,5376549,7148,38,FALSE
4100,2,2457500,1228750,0,TRUE
4110,9,313700,15000,1,TRUE
4120,16,5331440,261240,8,FALSE
4130,7,397000,42000,0,TRUE
4140,6,185307,6607,0,TRUE
4150,2,55000,27500,0,TRUE
4160,3,90000,25000,0,TRUE
4170,4,205086,32543,0,TRUE
4180,39,9227923,10249,83,FALSE
4200,15,1164828,15000,5,FALSE
4210,2,530000,265000,0,TRUE
4220,17,839139,3000,2,FALSE
4230,12,557542,5000,-1,FALSE
4240,23,4186474,165000,17,FALSE
4270,11,71741,6072,0,FALSE
4280,12,178221,9750,2,FALSE
4290,17,245560,5566,1,FALSE
4300,8,2393340,115000,0,TRUE
4310,12,652274,6887,0,FALSE
4320,14,1954789,13250,-1,FALSE
4330,3,2271500,550000,0,TRUE
4340,4,3660000,1000000,0,TRUE
4360,11,2976410,25000,4,FALSE
4380,9,119208,4000,2,TRUE
4390,2,49000,24500,0,TRUE
4400,7,14690000,850000,0,TRUE
4420,4,755260,11000,0,TRUE
4430,14,662930,10900,0,FALSE
4461,444,108963852,294690,364,FALSE
4462,4,2444687,619500,1,TRUE
4463,5,2356130,479370,4,TRUE
4464,1,1444,1444,0,TRUE
4466,112,47533081,419520,103,FALSE
4471,58,20304680,345515,76,FALSE
4475,10,9521780,229810,1,FALSE
4477,1,2300,2300,0,TRUE
4478,1,2909310,2909310,0,TRUE
4487,99,29315607,345040,85,FALSE
4500,12,899052,26000,0,FALSE
4510,10,2404000,7000,0,FALSE
4520,49,6793788,75000,0,FALSE
4530,1,10000,10000,0,TRUE
4540,8,922000,77500,0,TRUE
4551,28,10560950,373540,27,FALSE
4560,6,113050,2925,0,TRUE
4570,18,6456100,442415,12,FALSE
4580,17,2615474,7176,20,FALSE
4590,8,108676,6088,0,TRUE
4600,2,759000,379500,0,TRUE
4610,8,231710,5150,0,TRUE
4620,7,27226,3864,0,TRUE
4630,8,2645500,47000,0,TRUE
4640,4,2097494,167000,0,TRUE
4650,5,954250,200000,0,TRUE
4660,6,1740009,16500,0,TRUE
4670,8,999000,57500,-1,TRUE
4700,7,52300,5000,0,TRUE
4710,10,1899200,8250,0,FALSE
4720,70,19710465,5167.5,97,FALSE
4730,60,4990366,6095,18,FALSE
4740,112,35278580,328700,103,FALSE
5010,39,1284942,9000,6,FALSE
5020,15,1088776,10487,0,FALSE
5030,7,36390,2500,0,TRUE
5040,52,4869153,7000,5,FALSE
5060,4,108000,23500,0,TRUE
5070,4,12981,3500,0,TRUE
5080,4,122000,5500,0,TRUE
5090,7,571174,28000,-1,TRUE
5100,11,573100,11000,0,FALSE
5110,11,2274160,62000,0,FALSE
5120,26,5650857,115000,0,FALSE
5130,7,143000,8500,0,TRUE
5151,8,9540000,196000,0,TRUE
5160,17,294679,8000,2,FALSE
5170,21,4255895,135000,0,FALSE
5180,10,197764,7500,1,FALSE
5190,6,752500,21500,0,TRUE
5200,36,11754399,18500,35,FALSE
5210,5,750120,8000,-1,TRUE
5220,21,1299836,6624,0,FALSE
5230,13,92714,4900,0,FALSE
5250,10,1139778,30000,3,FALSE
5260,9,222513,3200,0,TRUE
5270,22,1237504,15000,5,FALSE
5280,15,506366,10000,1,FALSE
5290,57,4612831,6633,15,FALSE
5300,4,119875,24500,0,TRUE
5310,34,4513658,11500,15,FALSE
5320,40,17690918,9999.5,105,FALSE
5330,70,11461553,6072,54,FALSE
5340,11,441955,25000,0,FALSE
5350,15,795000,7500,0,FALSE
5360,5,513928,4300,1,TRUE
5370,1,500,500,0,TRUE
5390,2,4100000,2050000,0,TRUE
5400,3,770000,0,0,TRUE
5401,7,3816860,5000,0,TRUE
5405,5,5514997,4999,0,TRUE
5430,7,288873,6072,0,TRUE
5451,3,1015220,467210,2,TRUE
5452,40,263767,4250,1,FALSE
5453,25,734325,2500,2,FALSE
5454,225,59208637,275500,224,FALSE
5456,2,18000,9000,0,TRUE
5457,169,62073294,404890,174,FALSE
5458,31,11832130,397290,26,FALSE
5460,3,441500,40000,0,TRUE
5466,3,290000,125000,0,TRUE
5470,9,122779,7406,1,TRUE
5476,109,40661665,458470,74,FALSE
5477,177,95529774,496280,273,FALSE
5480,58,2987866,7318,8,FALSE
5490,4,87000,17500,0,TRUE
5505,246,128001885,401090,426,FALSE
5511,21,216580,5000,0,FALSE
5520,8,2019746,145000,0,TRUE
5530,1,104000,104000,0,TRUE
5540,7,1091036,5000,0,TRUE
5570,307,131005718,389310,477,FALSE
5580,27,2326298,6923,-2,FALSE
5590,3,13315,2000,0,TRUE
5610,30,779431,5000,1,FALSE
5620,27,7896740,17500,11,FALSE
5630,28,62394226,4500,0,FALSE
5640,79,2311438,5060,4,FALSE
5642,260,42994984,11000,117,FALSE
6010,13,113506,6578,1,FALSE
6020,19,754955,6440,3,FALSE
6030,11,216940,7475,0,FALSE
6040,84,23204653,6750.5,91,FALSE
6061,34,1515112,6900,0,FALSE
6070,16,3523862,11554,1,FALSE
6100,15,9568500,91200,0,FALSE
6110,1,20000,20000,0,TRUE
6140,12,83906,3500,1,FALSE
6150,7,31344,4000,0,TRUE
6160,1,37500,37500,0,TRUE
6170,8,1333500,38000,0,TRUE
6180,4,238009,46115,0,TRUE
6190,6,3545000,37500,0,TRUE
6195,18,19068106,61000,0,FALSE
6200,2,15500,7750,0,TRUE
6211,34,588103,5000,1,FALSE
6213,585,150659587,292220,474,FALSE
6214,59,26120942,100000,0,FALSE
6230,45,4195382,10000,10,FALSE
6240,17,813238,5000,3,FALSE
6260,3,164000,40000,0,TRUE
6270,12,963437,15175,1,FALSE
6280,8,130146,5536,1,TRUE
6290,39,1545530,5000,10,FALSE
6300,10,191424,5812,0,FALSE
6310,56,3076216,6900,6,FALSE
6320,10,186120,8186,3,FALSE
6330,15,721746,10000,0,FALSE
6340,5,235714,4999,0,TRUE
6350,9,90373,7590,0,TRUE
6360,57,3237657,5000,6,FALSE
6370,22,186788,5000,2,FALSE
6390,25,25364478,3500,131,FALSE
6400,17,5506048,17000,2,FALSE
6410,56,693285,5000,0,FALSE
6430,15,2552775,36500,0,FALSE
6442,133,24447436,20000,63,FALSE
6443,272,62051771,257830,201,FALSE
6444,208,68253382,287280,171,FALSE
6450,10,37886,2850,0,FALSE
6460,8,53247,3000,0,TRUE
6470,7,409740,6072,0,TRUE
6480,10,48910,2750,3,FALSE
6510,2,340000,170000,0,TRUE
6520,6,398000,62500,0,TRUE
6530,9,155540,5000,0,TRUE
6540,4,270000,10000,0,TRUE
6550,35,5677108,4830,3,FALSE
6560,6,928000,124000,0,TRUE
6570,15,1762000,20000,0,FALSE
6580,11,189300,4000,0,FALSE
6590,27,35434059,90000,0,FALSE
6600,6,135800,5900,0,TRUE
6610,91,6263174,6000,8,FALSE
6620,1,2019030,2019030,0,TRUE
6640,14,8773617,213452.5,0,FALSE
6650,9,1508000,22500,0,TRUE
6661,220,41253654,257830,144,FALSE
6662,237,72983395,332310,307,FALSE
6663,3,874792,3542,1,TRUE
6670,16,3026109,5000,3,FALSE
6680,9,162517,5060,2,TRUE
6690,8,4279000,100000,0,TRUE
6700,22,2953170,55500,0,FALSE
6710,35,934709,5520,0,FALSE
6720,6,1119000,95000,0,TRUE
6730,13,179416,10000,1,FALSE
6750,7,126236,10000,2,TRUE
6760,4,509500,52500,0,TRUE
6770,8,281128,9685,0,TRUE
6780,6,6885000,722500,0,TRUE
6790,100,31617264,352830,63,FALSE
