Neighbourhood ID,n_permits,total_construction_value,median_construction_value,units_added_total,suppressed
3030,10,43505,4250,1,FALSE
3040,9,440500,31500,0,TRUE
3050,3,8506000,6000,0,TRUE
3060,7,554490,20000,1,TRUE
3070,38,2386420,6596.5,7,FALSE
3080,27,99617,3500,0,FALSE
3090,11,161655,3000,2,FALSE
3111,154,48704958,151335,154,FALSE
3120,56,20547283,440990,42,FALSE
3140,31,5131641,10111,3,FALSE
3150,41,374585,5520,0,FALSE
3160,13,16565729,400000,0,FALSE
3170,14,205783,6078,2,FALSE
3180,19,209138,6072,2,FALSE
3190,8,370900,9000,2,TRUE
3200,65,7647583,9568,2,FALSE
3210,43,3385373,6072,5,FALSE
3220,3,321000,60000,0,TRUE
3230,8,4193000,55000,0,TRUE
3240,47,2115648,6900,7,FALSE
3250,16,485924,9315,0,FALSE
3260,21,721065,8970,4,FALSE
3270,42,3719439,22500,2,FALSE
3280,5,145000,5000,0,TRUE
3290,3,2551000,93450,0,TRUE
3300,14,226561,4478.5,0,FALSE
3310,30,819538,5000,3,FALSE
3320,5,36700,6500,0,TRUE
3330,63,4817988,6279,2,FALSE
3340,4,151200,20000,0,TRUE
3350,21,1406214,5026,7,FALSE
3370,55,19678700,348460,67,FALSE
3380,4,622281,3000,-1,TRUE
3382,4,30700,7350,0,TRUE
3390,13,4973864,9000,51,FALSE
3410,18,400532,9000,0,FALSE
3430,9,56063,6624,1,TRUE
3440,95,5475042,6325,7,FALSE
3450,11,506700,29864,2,FALSE
3460,2,8000000,4000000,0,TRUE
3470,64,17447268,347795,43,FALSE
3480,5,566270,20000,1,TRUE
4010,6,714000,87500,0,TRUE
4014,1,4999,4999,0,TRUE
4018,2,19000,9500,-1,TRUE
4020,7,89556,2000,0,TRUE
4030,6,1313995,147000,0,TRUE
4040,8,351238,19500,0,TRUE
4050,7,5382000,100000,0,TRUE
4060,42,3380094,8048,13,FALSE
4070,1,98000,98000,0,TRUE
4080,8,865000,110000,0,TRUE
4090,47,8710459,8000,53,FALSE
4100,2,57330,28665,0,TRUE
4110,6,335800,1250,0,TRUE
4120,11,2867300,302290,7,FALSE
4130,4,3332000,360000,0,TRUE
4140,7,358922,5000,2,TRUE
4150,8,1504158,41500,0,TRUE
4160,7,77866,5066,0,TRUE
4170,3,1190939,400000,0,TRUE
4180,44,3052243,7364,13,FALSE
4190,2,1350900,675450,0,TRUE
4200,17,472293,7774,1,FALSE
4220,16,109250,4600,0,FALSE
4230,16,754974,4250,0,FALSE
4240,19,3894440,313500,17,FALSE
4261,2,907500,453750,0,TRUE
4270,12,231550,4370,0,FALSE
4280,8,139272,5000,1,TRUE
4290,12,121870,3058.5,0,FALSE
4300,11,3452425,95000,0,FALSE
4310,22,8456855,5560.5,2,FALSE
4320,33,44540046,700000,0,FALSE
4330,7,8136000,190000,0,TRUE
4340,4,243158,61579,0,TRUE
4350,3,222000,44000,0,TRUE
4360,14,2245512,16000,3,FALSE
4380,5,85285,7000,0,TRUE
4390,7,535510,7300,0,TRUE
4400,10,6122500,205000,0,FALSE
4410,2,90000,45000,0,TRUE
4420,4,613100,20000,0,TRUE
4430,8,305378,9039,0,TRUE
4461,337,84046430,293740,246,FALSE
4462,2,239950,119975,0,TRUE
4463,4,689220,12850,1,TRUE
4466,119,47172105,438900,90,FALSE
4471,60,22063250,407170,60,FALSE
4474,1,20000,20000,-1,TRUE
4475,15,27920000,70000,0,FALSE
4477,4,313860,4050,0,TRUE
4487,133,35777378,299820,125,FALSE
4490,1,10000,10000,0,TRUE
4500,19,1417227,8000,4,FALSE
4510,12,6645200,210000,0,FALSE
4520,60,13286500,120000,0,FALSE
4530,1,11526312,11526312,0,TRUE
4540,1,2538600,2538600,0,TRUE
4551,106,48381436,381140,105,FALSE
4560,3,152120,9500,0,TRUE
4570,16,6093540,477755,10,FALSE
4580,31,4813989,17800,4,FALSE
4590,10,411842,7760,1,FALSE
4600,6,2646000,112500,0,TRUE
4620,9,27307,3726,0,TRUE
4630,14,4950425,72500,0,FALSE
4640,4,346092,62046,0,TRUE
4650,4,1030600,155300,0,TRUE
4660,13,9756700,120000,0,FALSE
4670,15,3697000,150000,0,FALSE
4700,9,78500,7500,0,TRUE
4710,8,744460,17500,1,TRUE
4720,65,3900594,10000,15,FALSE
4730,59,5889375,5060,36,FALSE
4740,190,43758616,275595,127,FALSE
5010,76,4766575,5313,13,FALSE
5020,14,755166,10000,-1,FALSE
5030,4,40500,8500,-1,TRUE
5040,43,3590583,5980,-32,FALSE
5060,9,82591,8211,0,TRUE
5070,2,105746,52873,0,TRUE
5080,9,196301,2500,0,TRUE
5090,13,2161883,55000,1,FALSE
5100,14,1673200,20500,1,FALSE
5110,14,4431330,103500,0,FALSE
5120,17,5468521,200000,0,FALSE
5130,5,195010,41000,0,TRUE
5151,15,1598200,40000,0,FALSE
5160,13,317110,5000,2,FALSE
5170,14,6218360,145000,0,FALSE
5180,10,2142750,80000,0,FALSE
5190,7,361495,25000,0,TRUE
5200,62,4748290,8640,9,FALSE
5210,13,2976766,75000,1,FALSE
5220,17,188319,8500,2,FALSE
5230,7,186000,8000,0,TRUE
5250,8,498900,42500,0,TRUE
5260,9,1644892,8958,-1,TRUE
5270,7,921210,45000,1,TRUE
5280,10,333160,10500,0,FALSE
5290,67,5217835,6279,11,FALSE
5300,8,222000,7500,0,TRUE
5310,50,4159090,5566,5,FALSE
5320,41,15571466,9750,79,FALSE
5330,53,5287321,6300,4,FALSE
5340,9,359500,18500,0,TRUE
5350,14,1570007,10500,1,FALSE
5360,7,23804010,150000,162,TRUE
5370,1,1000,1000,0,TRUE
5390,2,104500,52250,0,TRUE
5401,2,4200000,2100000,0,TRUE
5430,11,1639440,6000,4,FALSE
5451,24,8553290,357675,19,FALSE
5452,32,258920,5260,0,FALSE
5453,26,2052523,5000,4,FALSE
5454,214,65251778,283400,258,FALSE
5457,232,84290921,326800,284,FALSE
5458,155,47794047,353210,130,FALSE
5460,5,285100,24000,0,TRUE
5462,154,42382642,296970,157,FALSE
5470,2,200000,100000,0,TRUE
5476,76,18806057,32500,32,FALSE
5477,111,75045634,480000,199,FALSE
5480,129,23150710,8744,69,FALSE
5490,2,11500,5750,0,TRUE
5505,184,112809181,406315,292,FALSE
5511,27,410432,7000,1,FALSE
5520,11,21515860,1191000,0,FALSE
5530,3,244600,44600,0,TRUE
5540,10,1192371,17500,-1,FALSE
5550,1,10000,10000,0,TRUE
5570,435,174056483,408500,457,FALSE
5580,23,3068012,8000,1,FALSE
5590,4,28800,5000,0,TRUE
5610,17,797522,5500,1,FALSE
5620,16,1692940,12500,2,FALSE
5630,19,501500,19000,0,FALSE
5640,60,551720,5060,1,FALSE
5642,141,8520417,5049,80,FALSE
6010,10,250695,13000,3,FALSE
6020,28,1734738,6923,3,FALSE
6030,14,114798,5000,1,FALSE
6040,103,8342646,6000,15,FALSE
6061,25,1166943,5000,2,FALSE
6070,1,2000,2000,0,TRUE
6090,2,72000,36000,0,TRUE
6100,17,12580000,60000,0,FALSE
6140,16,98365,4500,0,FALSE
6150,9,52891,5791,1,TRUE
6160,3,2550000,150000,0,TRUE
6170,4,1444000,172000,0,TRUE
6180,14,3229280,135000,0,FALSE
6195,20,7818750,130000,0,FALSE
6200,7,210366,8000,1,TRUE
6211,35,431778,3000,1,FALSE
6213,562,171986657,216000,677,FALSE
6214,33,38870323,73000,0,FALSE
6216,62,16244740,277400,64,FALSE
6230,64,3184652,7038,9,FALSE
6240,16,3101063,6348,0,FALSE
6250,1,75000,75000,0,TRUE
6260,5,1056800,85000,0,TRUE
6270,15,602749,5000,0,FALSE
6280,5,27672,1500,0,TRUE
6290,48,3536900,7176,9,FALSE
6300,11,73568,6072,0,FALSE
6310,45,2790815,6624,6,FALSE
6320,10,211053,17500,5,FALSE
6330,12,133217,5030,1,FALSE
6340,3,51440,13440,0,TRUE
6350,13,127400,6900,-1,FALSE
6360,91,22999833,6465,97,FALSE
6370,25,129910,5000,1,FALSE
6380,2,670000,335000,0,TRUE
6390,21,1156770,6624,0,FALSE
6400,11,7099100,5000,-2,FALSE
6410,4,21222,5173.5,0,TRUE
6420,7,5077202,22000,0,TRUE
6430,25,2420831,60000,0,FALSE
6442,60,32024546,5000,163,FALSE
6443,198,38835492,222860,139,FALSE
6444,241,59513181,279490,228,FALSE
6450,13,250527,13000,2,FALSE
6460,9,2884367,10000,1,TRUE
6470,5,107760,8000,0,TRUE
6480,12,486115,4283,1,FALSE
6520,4,1012000,26000,0,TRUE
6530,9,87724,5520,0,TRUE
6540,4,633000,146500,0,TRUE
6550,33,1403999,5000,4,FALSE
6560,12,939314,54000,0,FALSE
6570,7,1501000,200000,0,TRUE
6580,13,6639022,6624,31,FALSE
6590,46,45059845,111900,0,FALSE
6600,5,95164,2300,1,TRUE
6610,109,10400463,6670,24,FALSE
6640,35,30480608,196409,0,FALSE
6650,8,764900,20000,0,TRUE
6661,164,31971876,258780,127,FALSE
6662,278,72089587,328890,262,FALSE
6663,2,286000,143000,0,TRUE
6665,2,63700,31850,0,TRUE
6669,1,13191,13191,0,TRUE
6670,4,18128,5062,0,TRUE
6680,10,285452,8036,0,FALSE
6690,8,3301000,37500,0,TRUE
6700,22,3884362,22500,0,FALSE
6710,28,3347030,20700,7,FALSE
6720,1,90000,90000,0,TRUE
6730,24,2827210,12500,2,FALSE
6750,10,53938,5000,3,FALSE
6760,9,2172800,17000,2,TRUE
6770,6,64449,5022,0,TRUE
6780,6,3650000,155000,0,TRUE
6790,62,20350243,9500,59,FALSE
