Neighbourhood ID,n_permits,total_construction_value,median_construction_value,units_added_total,suppressed
1010,110,37293964,5060,176,FALSE
1020,24,11335900,8450,4,FALSE
1030,35,6727409,32000,64,FALSE
1070,12,252277,6967.5,-9,FALSE
1080,24,943288,5290,7,FALSE
1090,264,118893085,90862.5,146,FALSE
1100,32,2979200,9000,6,FALSE
1111,1,1000,1000,0,TRUE
1120,2,105000,52500,0,TRUE
1130,6,46000,7000,2,TRUE
1140,44,10293532,6378.5,10,FALSE
1150,4,258450,32500,-2,TRUE
1151,53,9952605,65000,2,FALSE
1160,50,2280799,4600,2,FALSE
1170,15,1887857,10000,3,FALSE
1180,36,42466369,5000,200,FALSE
1210,35,3705475,8000,1,FALSE
1220,12,3695990,3925,0,FALSE
1230,40,19813068,47500,3,FALSE
1240,10,1967714,7107,-1,FALSE
1250,32,2246442,8312,5,FALSE
1270,6,835000,92500,0,TRUE
2010,3,3835000,35000,0,TRUE
2020,6,58342,5000,0,TRUE
2030,6,738955,15000,1,TRUE
2040,24,1055153,7038,2,FALSE
2050,13,186033,4500,0,FALSE
2060,16,77150,4742.5,-2,FALSE
2070,11,176300,3500,0,FALSE
2080,18,1104082,6125,0,FALSE
2090,6,55495,5083,1,TRUE
2100,31,2115008,10000,7,FALSE
2110,98,10246267,10149.5,39,FALSE
2120,6,64023,9744,0,TRUE
2130,7,159000,21000,0,TRUE
2145,21,85321287,338770,54,FALSE
2160,36,9952667,30551,0,FALSE
2230,7,52127,6072,1,TRUE
2241,16,3632397,7627,53,FALSE
2260,21,397711,5000,1,FALSE
2270,12,293774,4800,-1,FALSE
2280,20,3298243,10000,8,FALSE
2290,16,1918880,23500,0,FALSE
2311,11,16058100,5000,-1,FALSE
2330,43,2277949,6072,4,FALSE
2340,61,50552033,45500,306,FALSE
2350,8,777269,10002.5,1,TRUE
2360,3,1100000,100000,0,TRUE
2380,8,1023900,5000,0,TRUE
2390,9,103067,5001,0,TRUE
2400,11,1264868,69000,0,FALSE
2410,19,298001,5000,1,FALSE
2420,18,430789,5564.5,1,FALSE
2430,32,2569063,5000,17,FALSE
2440,115,29418157,293170,115,FALSE
2450,13,96359,5000,0,FALSE
2463,68,19866802,298870,64,FALSE
2500,26,234239,6600,0,FALSE
2511,7,947110,10000,1,TRUE
2522,333,133743307,267330,441,FALSE
2530,9,227230,10000,0,TRUE
2541,16,84917,3750,0,FALSE
2550,39,2190255,6603,18,FALSE
2560,28,1730488,5000,6,FALSE
2580,11,2325231,5000,1,FALSE
2590,3,1296788,290000,0,TRUE
2600,21,803119,8000,1,FALSE
2611,45,14078494,313000,62,FALSE
2660,8,480648,7998.5,1,TRUE
2670,1,500000,500000,0,TRUE
2671,1,785270,785270,1,TRUE
2681,1,9813,9813,0,TRUE
2690,7,2643690,9000,-1,TRUE
2692,2,1328860,664430,2,TRUE
2700,102,30637224,358000,100,FALSE
2710,5,48572,5000,0,TRUE
2720,7,762608,8500,0,TRUE
3010,17,1122936,7176,8,FALSE
3020,16,41956611,26000,249,FALSE
3030,16,218642,6348,4,FALSE
3040,9,115112,5000,0,TRUE
3050,1,219000,219000,0,TRUE
3060,13,6009542,840000,49,FALSE
3070,35,1643643,7176,5,FALSE
3080,18,177374,5000,0,FALSE
3090,14,146929,4867.5,2,FALSE
3111,190,30420874,25000,111,FALSE
3120,72,20303868,24079.5,39,FALSE
3140,50,5843559,9284,2,FALSE
3150,32,333472,5000,0,FALSE
3160,11,2245800,65000,0,FALSE
3170,15,1431379,25000,0,FALSE
3180,11,2770465,7176,2,FALSE
3190,13,2024240,15000,12,FALSE
3200,73,7567881,7000,3,FALSE
3210,41,5123569,8280,13,FALSE
3220,4,80500,4750,0,TRUE
3230,11,6809400,110000,0,FALSE
3240,82,5653356,6072,21,FALSE
3250,24,244879,3800,1,FALSE
3260,16,1166375,8280,3,FALSE
3270,29,2240134,11098,0,FALSE
3280,10,415943,6821.5,-1,FALSE
3290,2,0,0,0,TRUE
