Neighbourhood ID,n_permits,total_construction_value,median_construction_value,units_added_total,suppressed
5020,15,454820,21000,-1,FALSE
5030,10,92750,6500,0,FALSE
5040,56,6713769,7509.5,4,FALSE
5060,16,919147,35000,1,FALSE
5070,4,127000,12500,0,TRUE
5080,16,1034388,6500,0,FALSE
5090,22,2882997,21885,0,FALSE
5100,16,173500,5000,1,FALSE
5110,6,1659500,33250,0,TRUE
5120,23,14082000,260000,0,FALSE
5130,6,132507,8250,0,TRUE
5151,10,820285,52500,0,FALSE
5160,16,708036,6518,0,FALSE
5170,24,4703000,85000,0,FALSE
5180,5,82500,2500,0,TRUE
5190,8,334894,4750,0,TRUE
5200,60,4657562,16000,9,FALSE
5210,19,1170744,10000,0,FALSE
5220,23,645549,5000,4,FALSE
5230,7,515583,5000,0,TRUE
5250,15,263348,6578,0,FALSE
5260,14,1284972,7200,2,FALSE
5270,15,208779,5000,3,FALSE
5280,11,193606,6072,3,FALSE
5290,95,16513208,7000,18,FALSE
5300,7,88428,8000,0,TRUE
5310,69,5230592,6072,9,FALSE
5320,43,16102156,10000,6,FALSE
5330,82,30373121,7500,128,FALSE
5340,12,1118120,12500,0,FALSE
5350,21,330870,5000,0,FALSE
5360,5,181000,7000,0,TRUE
5370,10,108999,12500,0,FALSE
5390,1,25000,25000,0,TRUE
5401,4,404013,18500,0,TRUE
5430,20,218510,5000,2,FALSE
5451,9,2434555,359670,4,TRUE
5452,39,416777,6000,2,FALSE
5453,21,791134,5000,1,FALSE
5454,106,9007960,6786,18,FALSE
5457,77,66133222,300000,367,FALSE
5458,341,117119707,321190,379,FALSE
5460,7,1405000,250000,0,TRUE
5462,503,124672325,281200,465,FALSE
5465,53,28528540,554040,56,FALSE
5466,9,18225000,20000,0,TRUE
5467,2,50000,25000,-1,TRUE
5468,16,5217830,280000,27,FALSE
5469,90,19230421,257860,88,FALSE
5470,9,636433,38000,1,TRUE
5476,75,24491713,400000,94,FALSE
5477,37,15823598,36000,140,FALSE
5480,129,21551336,6900,45,FALSE
5490,3,145000,60000,0,TRUE
5505,364,124283874,294975,379,FALSE
5511,35,1404602,7000,-1,FALSE
5520,7,17063504,433000,0,TRUE
5530,3,1375000,575000,0,TRUE
5540,12,2052084,40300,-1,FALSE
5570,584,227090119,346771,784,FALSE
5574,115,45073045,424650,121,FALSE
5578,291,72369162,305900,266,FALSE
5580,35,4969749,5566,36,FALSE
5590,7,62150,5000,0,TRUE
5610,23,1146670,3000,1,FALSE
5620,18,1526976,10000,2,FALSE
5630,21,19117809,5000,60,FALSE
5640,59,4348939,6072,2,FALSE
5642,122,1546497,5060,0,FALSE
6010,17,336926,5000,0,FALSE
6020,20,1107273,8935.5,6,FALSE
6030,20,784446,5530,5,FALSE
6040,129,10311039,5000,11,FALSE
6061,41,1096323,7324,1,FALSE
6070,19,1685040,5000,0,FALSE
6090,4,617000,48500,0,TRUE
6100,14,17471700,105000,0,FALSE
6110,4,3313394,877350,0,TRUE
6140,12,48168,4215,0,FALSE
6150,10,60338,6042,0,FALSE
6160,22,8286000,123500,0,FALSE
6170,10,7251000,362500,0,FALSE
6180,17,4693754,81591,0,FALSE
6190,7,5655000,500000,0,TRUE
6195,10,23078100,179500,0,FALSE
6200,7,47124,5000,1,TRUE
6211,39,436065,5060,1,FALSE
6213,626,173962004,117500,563,FALSE
6214,25,12087000,140000,0,FALSE
6216,251,50652455,252225,232,FALSE
6230,60,3927322,7042,9,FALSE
6240,12,194171,9335.5,2,FALSE
6250,1,40000,40000,0,TRUE
6260,6,3505000,320000,0,TRUE
6270,19,598482,7176,2,FALSE
6280,15,196042,5000,2,FALSE
6290,41,2211218,7092,2,FALSE
6300,13,98952,5000,0,FALSE
6310,56,3823646,7338,7,FALSE
6320,35,3358868,5000,12,FALSE
6330,13,80489,4554,0,FALSE
6340,4,14188,3050,0,TRUE
6350,10,58649,5566,2,FALSE
6360,99,7422481,7000,10,FALSE
6370,25,282194,5520,3,FALSE
6380,2,4859837,2429918.5,0,TRUE
6390,27,13325035,5000,66,FALSE
6400,7,848800,46000,0,TRUE
6410,17,257638,5000,0,FALSE
6420,5,1600780,100000,0,TRUE
6430,15,6251912,22000,0,FALSE
6441,192,52917271,303810,193,FALSE
6442,53,10531842,5060,3,FALSE
6443,178,73808087,284620,265,FALSE
6444,357,83582614,280820,315,FALSE
6450,9,83855,5527,0,TRUE
6460,8,31880,3800,0,TRUE
6470,11,156326,4000,1,FALSE
6480,10,103946,4750,1,FALSE
6510,5,2580478,78038,0,TRUE
6520,13,17882900,100000,0,FALSE
6530,12,147076,5283,0,FALSE
6540,3,57836,5000,0,TRUE
6550,53,9495456,25100,5,FALSE
6560,12,1443876,97500,0,FALSE
6570,20,11147260,50000,0,FALSE
6580,15,153739,5049,3,FALSE
6590,34,38571915,147111.5,0,FALSE
6600,5,245000,10000,1,TRUE
6610,127,16688068,5819,35,FALSE
6640,26,23013113,289000,0,FALSE
6650,5,210500,20000,0,TRUE
6661,146,109370626,210000,463,FALSE
6662,554,136259752,281295,467,FALSE
6665,2,49800,24900,-1,TRUE
6668,1,4000,4000,-1,TRUE
6670,18,264664,4500,0,FALSE
6680,13,277642,5000,1,FALSE
6690,16,27421458,201500,0,FALSE
6700,34,8193159,65500,0,FALSE
6710,40,3366882,6037.5,3,FALSE
6720,16,2731234,51000,6,FALSE
6730,21,1383962,10000,3,FALSE
6750,6,108825,12760,3,TRUE
6760,9,146691,4191,2,TRUE
6770,11,87882,5000,1,FALSE
6780,6,4621000,100000,0,TRUE
6790,43,2242276,5000,6,FALSE
