Neighbourhood ID,n_permits,total_construction_value,median_construction_value,units_added_total,suppressed
2530,12,313139,25000,0,FALSE
2541,15,7706212,40000,0,FALSE
2550,37,10617009,108000,68,FALSE
2560,13,242500,27250,1,FALSE
2580,10,2705500,225000,0,FALSE
2590,10,4857700,128024,6,FALSE
2600,7,0,NA,0,TRUE
2611,145,25154298,58000,89,FALSE
2640,3,0,NA,0,TRUE
2660,8,23696364,150000,0,TRUE
2670,2,0,NA,0,TRUE
2671,267,55928956,253625,309,FALSE
2681,3,67500,67500,0,TRUE
2690,2,2393250,1196625,2,TRUE
2692,100,21951861,241000,90,FALSE
2700,33,5328875,62500,10,FALSE
2710,2,1116876,1116876,-119,TRUE
2720,10,754195,38000,0,FALSE
3010,17,5266368,23100,44,FALSE
3020,21,59316375,80000,16,FALSE
3030,16,321023,25000,-1,FALSE
3040,8,1388474,480000,0,TRUE
3060,11,330000,23000,-1,FALSE
3070,56,6606480,51000,53,FALSE
3080,9,33650,7500,0,TRUE
3090,9,445000,60000,1,TRUE
3111,175,94583580,122000,333,FALSE
3120,9,1452250,50000,3,TRUE
3140,65,10175026,353750,62,FALSE
3150,25,426700,17500,-1,FALSE
3160,5,202500,15000,0,TRUE
3170,35,3955125,42000,24,FALSE
3180,14,412668,15000,0,FALSE
3190,30,5034000,239125,16,FALSE
3200,103,37747047,308250,221,FALSE
3210,92,17203635,297500,165,FALSE
3220,2,50000,25000,0,TRUE
3230,11,1886300,50000,0,FALSE
3240,112,15796168,99500,131,FALSE
3250,16,1757250,60000,8,FALSE
3260,29,4271671,96000,35,FALSE
3270,50,5993285,211875,18,FALSE
3280,14,176000,32500,0,FALSE
3290,3,1675000,410000,0,TRUE
3300,26,2649963,80375,14,FALSE
3310,47,8954205,143875,53,FALSE
3320,12,64500,10000,0,FALSE
3330,95,10321964,288250,32,FALSE
3340,8,2960860,362500,0,TRUE
3350,63,14949670,222125,118,FALSE
3360,8,840159,24362.5,0,TRUE
3370,17,759582,25000,0,FALSE
3382,1,1,1,0,TRUE
3390,13,397500,32500,0,FALSE
3410,30,4414750,240000,58,FALSE
3430,18,347761,48000,0,FALSE
3440,134,19509271,108000,99,FALSE
3450,46,26407140,117500,101,FALSE
3460,9,660000,47500,0,TRUE
3470,21,1256406,25000,-1,FALSE
3480,7,61000,20000,0,TRUE
3490,8,13308428,275000,1,TRUE
4010,6,574918,91459,0,TRUE
4014,5,21976942,1953589,0,TRUE
4015,1,10000000,10000000,0,TRUE
4020,20,2367125,45000,1,FALSE
4030,11,5702835,450000,0,FALSE
4040,15,211500,16000,-1,FALSE
4050,6,282900,25000,0,TRUE
4060,80,15678334,200000,130,FALSE
4070,7,1069033,124516.5,0,TRUE
4080,13,4635816,167000,0,FALSE
4090,45,7571870,140375,81,FALSE
4100,2,200000,100000,0,TRUE
4110,10,339866,20000,0,FALSE
4120,9,995500,35000,1,TRUE
4130,5,3600000,900000,0,TRUE
4140,19,40500125,75000,232,FALSE
4150,2,7000,3500,0,TRUE
4160,10,239000,20000,0,FALSE
4170,15,4905868,60000,0,FALSE
4180,91,19989220,411000,189,FALSE
4190,6,2769000,122500,0,TRUE
4200,48,7241250,243375,80,FALSE
4210,5,653656,50000,0,TRUE
4220,15,313300,41500,0,FALSE
4230,38,25592704,581000,197,FALSE
4240,14,780451,137500,3,FALSE
4261,3,2840000,35000,0,TRUE
4270,15,272125,20000,0,FALSE
4280,25,3830982,200000,15,FALSE
4290,24,2974375,123437.5,30,FALSE
4300,28,5860723,75000,0,FALSE
4310,25,2106533,96578.5,13,FALSE
4320,36,30808332,127000,0,FALSE
4330,6,1455742,163546,0,TRUE
4340,9,18180929,300000,0,TRUE
4350,6,2480084,335400,0,TRUE
4360,22,1252720,35000,0,FALSE
4380,18,816516,38900,0,FALSE
4390,7,400375,43500,1,TRUE
4400,11,5231000,150000,0,FALSE
4410,2,454000,227000,0,TRUE
4420,4,861000,430500,1,TRUE
4430,19,1485125,30000,3,FALSE
4461,66,2817152,18000,13,FALSE
4462,556,92257000,213375,387,FALSE
4463,2,165188,82594,1,TRUE
4464,469,85486754,209125,446,FALSE
4466,20,5213450,399375,10,FALSE
4468,250,50930797,227875,250,FALSE
4469,164,42954072,231250,161,FALSE
4471,106,13358776,209500,69,FALSE
4473,51,35830935,126125,155,FALSE
4474,72,14856290,250875,63,FALSE
4475,12,16063549,65000,0,FALSE
4477,273,45181365,206750,260,FALSE
4486,18,223000,19000,0,FALSE
4487,253,14361826,35000,39,FALSE
4490,1,0,0,0,TRUE
4500,52,16329247,445687.5,157,FALSE
4510,7,3813000,75000,0,TRUE
4520,64,19380095,200000,0,FALSE
4530,12,5931372,72889.5,0,FALSE
4540,8,6608000,301000,0,TRUE
4551,48,7180761,213125,17,FALSE
4560,6,209900,60950,0,TRUE
4570,5,10000,5000,0,TRUE
4580,49,8550187,250000,88,FALSE
4590,24,30880554,85000,7,FALSE
4600,8,487655,50000,0,TRUE
4610,11,296500,35750,0,FALSE
4620,8,72997,20000,0,TRUE
4630,15,2695961,75000,0,FALSE
4640,10,6116420,31810,0,FALSE
4650,8,6259705,67800,2,TRUE
4660,3,98000,30000,0,TRUE
4670,8,2566494,200000,0,TRUE
4700,11,43900,11250,0,FALSE
4710,28,22520500,1129750,120,FALSE
4720,54,5643595,235250,21,FALSE
4730,16,130000,10000,0,FALSE
4740,23,297490,28000,0,FALSE
4750,435,223207958,229125,554,FALSE
5010,79,8056299,122500,74,FALSE
5020,37,5308374,308562.5,12,FALSE
5030,10,80000,15000,0,FALSE
5040,72,11233219,306937.5,82,FALSE
5060,13,267500,30000,0,FALSE
5070,11,205165,8000,0,FALSE
5080,12,559672,35000,0,FALSE
5090,25,1900104,81921.5,3,FALSE
5100,21,443499,35000,0,FALSE
5110,22,3851161,92500,0,FALSE
5120,20,8384416,77500,0,FALSE
5130,6,153000,31500,0,TRUE
5151,9,1315264,45000,0,TRUE
5160,20,1582174,68365,1,FALSE
5170,13,2705689,100000,0,FALSE
5180,17,75631244,22500,293,FALSE
5190,12,500000,40000,0,FALSE
5200,71,40156444,207250,189,FALSE
5210,27,4298250,389562.5,24,FALSE
5220,23,368381,11250,0,FALSE
5230,11,472000,41000,0,FALSE
5250,18,27339826,583000,132,FALSE
5260,14,1111552,87302,2,FALSE
5270,33,2578875,80625,14,FALSE
5280,57,162947843,197500,744,FALSE
5290,78,57063252,139625,376,FALSE
5300,22,14234278,979515,70,FALSE
5310,65,4385550,85937.5,36,FALSE
5320,74,12330217,217875,79,FALSE
5330,69,21378272,194875.5,154,FALSE
5340,26,1551341,43309,2,FALSE
5350,27,985155,49753,0,FALSE
5360,11,2439591,252500,0,FALSE
5390,2,210000,105000,0,TRUE
5400,1,1000,1000,0,TRUE
5401,4,2159600,130000,0,TRUE
5430,13,740864,30226,0,FALSE
5451,3,30000,15000,0,TRUE
5452,23,1042326,23100,-1,FALSE
5453,10,651000,100500,0,FALSE
5454,48,4178542,15000,8,FALSE
5457,11,25000305,27000,111,FALSE
5458,67,55585920,20000,288,FALSE
5460,7,2153000,90000,0,TRUE
5462,278,83655824,246000,437,FALSE
5463,108,8936351,40000,27,FALSE
5465,85,133062916,377562.5,652,FALSE
5466,9,52233778,250000,185,TRUE
5467,118,26917461,50000,102,FALSE
5468,22,2581723,31000,1,FALSE
5469,105,10124518,215250,49,FALSE
5470,15,269000,37500,0,FALSE
5471,333,34402758,40000,188,FALSE
5472,67,98349505,271625,420,FALSE
5476,24,5405493,53929,18,FALSE
5477,15,42911072,42500,203,FALSE
5480,84,33674868,70000,194,FALSE
5490,9,210000,30000,0,TRUE
5505,72,84808793,39000,1,FALSE
5511,26,17058784,40000,66,FALSE
5520,14,29005764,987973,0,FALSE
5530,1,90000,90000,0,TRUE
5540,34,7441640,317625,9,FALSE
5570,102,21303664,30000,63,FALSE
5574,677,130676994,237500,598,FALSE
5578,55,84388608,33000,22,FALSE
5579,268,52357469,193000,143,FALSE
5580,57,48815991,441750,242,FALSE
5590,4,120000,60000,0,TRUE
5610,27,717626,28813,1,FALSE
5620,13,1412000,20000,0,FALSE
5630,11,428354,34927,0,FALSE
5640,37,9232447,27500,25,FALSE
5642,49,1087200,10000,2,FALSE
6010,10,539625,66000,1,FALSE
6020,35,2609997,133086,20,FALSE
6030,13,202000,32500,-1,FALSE
6040,98,24332477,210915.5,155,FALSE
6061,28,1311400,30500,9,FALSE
6070,17,9134304,39687.5,2,FALSE
6090,10,1240500,12500,0,FALSE
6100,10,1522143,42500,0,FALSE
6110,11,243025,10000,0,FALSE
6140,20,1898586,35000,12,FALSE
6150,9,2059950,200000,7,TRUE
6160,8,19509609,296582,0,TRUE
6170,5,1175877,263644,0,TRUE
6180,17,7482052,50000,0,FALSE
6190,5,60957000,2700000,0,TRUE
6195,21,11694041,155000,0,FALSE
6200,6,562897,32000,0,TRUE
6211,49,3661000,70000,-2,FALSE
6213,118,4234060,25000,1,FALSE
6214,57,40062640,100000,0,FALSE
6216,515,67973947,215000,290,FALSE
6230,70,7115415,100000,55,FALSE
6240,36,2039675,90000,16,FALSE
6250,2,25100,12550,0,TRUE
6260,5,160000,25000,0,TRUE
6270,13,748461,20000,2,FALSE
6280,12,655500,40000,1,FALSE
6290,69,5265897,66250,41,FALSE
6300,16,574000,30000,0,FALSE
6310,71,9342135,200005,-22,FALSE
6320,28,2244148,23250,24,FALSE
6330,17,165000,20000,0,FALSE
6340,30,50550860,102906,198,FALSE
6350,26,1631625,47500,8,FALSE
6360,104,11882856,118500,112,FALSE
6370,37,1107879,23629,1,FALSE
6380,5,16905000,150000,0,TRUE
6390,22,902500,30000,0,FALSE
6400,8,909100,45000,1,TRUE
6410,17,50000,5000,0,FALSE
6420,1,3500,3500,0,TRUE
6430,24,6540727,64417.5,0,FALSE
6441,98,33349740,32825,122,FALSE
6442,35,376500,19000,-2,FALSE
6443,85,8575250,133875,36,FALSE
6444,148,3440613,30000,1,FALSE
6445,212,78613587,197750,387,FALSE
6450,12,427057,34807,0,FALSE
6460,16,9030501,32500,7,FALSE
6470,11,150000,0,-1,FALSE
6480,6,70977,15911,0,TRUE
6491,2,1750000,875000,0,TRUE
6520,2,102230,51115,0,TRUE
6530,16,218250,5000,-1,FALSE
6540,2,85000,42500,0,TRUE
6550,76,4224380,46000,29,FALSE
6560,10,4412500,87500,0,FALSE
6570,27,25037292,65000,0,FALSE
6580,11,950375,21000,7,FALSE
6590,11,23547035,60000,0,FALSE
6600,12,2783725,14300,1,FALSE
6610,84,7317444,71875,28,FALSE
6620,3,5261511,965000,0,TRUE
6630,1,20000,20000,0,TRUE
6640,13,19425169,160000,0,FALSE
6650,4,280200,45000,0,TRUE
6661,113,30022342,30000,2,FALSE
6662,99,3252328,29000,0,FALSE
6663,1,0,NA,0,TRUE
6667,124,31055300,229125,83,FALSE
6668,35,8887250,248500,42,FALSE
6669,537,114308320,237500,630,FALSE
6670,23,1289143,49500,3,FALSE
6680,19,195100,17500,0,FALSE
6690,26,36248785,261000,0,FALSE
6700,47,6784392,60000,0,FALSE
6710,64,53572823,211250,62,FALSE
6720,4,1300650,38800,0,TRUE
6730,25,2229375,121875,6,FALSE
6750,11,495000,37500,-2,FALSE
6760,12,756075,11750,6,FALSE
6770,14,582450,10500,0,FALSE
6780,16,11051026,69063,0,FALSE
6790,31,680000,10000,4,FALSE
8885,2,22339268,11169634,0,TRUE
8887,1,185250,185250,1,TRUE
8889,11,33979062,30000,0,FALSE
