Neighbourhood ID,n_permits,total_construction_value,median_construction_value,units_added_total,suppressed
2522,361,85908477,297540,245,FALSE
2530,21,506607,9250,5,FALSE
2541,14,460850,5000,2,FALSE
2550,52,8557561,8830,11,FALSE
2560,30,739702,5000,3,FALSE
2580,10,173087,9434.5,1,FALSE
2590,4,223000,7500,0,TRUE
2600,26,1262000,8250,2,FALSE
2611,185,41622260,280820,169,FALSE
2660,17,782443,20000,4,FALSE
2670,5,200740,10517,0,TRUE
2671,1,5000,5000,-1,TRUE
2690,3,12000,1000,-1,TRUE
2692,13,3509950,10000,5,FALSE
2700,108,38727129,327140.5,170,FALSE
2710,3,310000,5000,0,TRUE
2720,15,667455,12000,2,FALSE
3010,30,3757546,6624,25,FALSE
3020,23,19098463,448000,64,FALSE
3030,28,1387499,37500,1,FALSE
3040,14,731079,5000,0,FALSE
3050,1,30000,30000,0,TRUE
3060,14,370400,17500,4,FALSE
3070,43,1403780,5000,7,FALSE
3080,28,218206,5000,0,FALSE
3090,15,1500790,22000,2,FALSE
3111,221,74870838,219640,319,FALSE
3120,39,8821894,30000,20,FALSE
3140,43,5582868,6900,1,FALSE
3150,41,574746,5060,0,FALSE
3160,9,1057500,70000,0,TRUE
3170,28,621782,6352,3,FALSE
3180,20,115371,4000,3,FALSE
3190,10,981500,8500,6,FALSE
3200,85,8115777,7774,0,FALSE
3210,46,7103506,6000,25,FALSE
3220,2,770000,385000,0,TRUE
3230,15,2776998,30000,0,FALSE
3240,123,10943238,9269,31,FALSE
3250,22,589963,7176,2,FALSE
3260,21,893873,10000,4,FALSE
3270,51,4212456,10925,0,FALSE
3280,8,25500,2000,1,TRUE
3300,12,183199,5312,1,FALSE
3310,17,444011,7935,3,FALSE
3320,64,16093485,317490,53,FALSE
3330,55,3424500,6615,2,FALSE
3340,11,20518413,272000,119,FALSE
3350,53,4124385,6624,17,FALSE
3360,7,11320661,450000,0,TRUE
3370,199,53935169,279110,146,FALSE
3380,1,15000,15000,0,TRUE
3390,23,2372181,8000,5,FALSE
3410,20,2618909,7262,4,FALSE
3430,21,631950,8372,9,FALSE
3440,161,19234281,8500,21,FALSE
3450,27,31291418,8970,3,FALSE
3460,51,28318510,364800,109,FALSE
3470,123,22478268,30000,60,FALSE
3480,76,21658829,340000,93,FALSE
4010,5,2156000,75000,0,TRUE
4014,2,3500000,1750000,0,TRUE
4020,14,158848,5000,2,FALSE
4030,6,3020210,488605,0,TRUE
4040,13,670900,5000,0,FALSE
4050,11,2921532,100000,0,FALSE
4060,43,3855550,11914,9,FALSE
4070,4,59067,14000,0,TRUE
4080,9,1140500,20000,-1,TRUE
4090,62,8485043,8500,9,FALSE
4100,4,5110000,305000,0,TRUE
4110,6,68000,10000,0,TRUE
4120,20,6700896,31500,9,FALSE
4130,7,1651307,140000,0,TRUE
4140,9,211874,3000,3,TRUE
4150,5,771000,130000,0,TRUE
4160,11,261355,5000,1,FALSE
4170,4,528000,86000,0,TRUE
4180,55,4452189,25000,11,FALSE
4190,3,671750,110000,0,TRUE
4200,25,2017091,7000,7,FALSE
4210,8,4988387,325000,0,TRUE
4220,19,93362,4000,1,FALSE
4230,29,5477347,13800,3,FALSE
4240,11,73228,7000,1,FALSE
4261,3,2260000,65000,0,TRUE
4270,27,1689508,4600,2,FALSE
4280,23,222178,6072,3,FALSE
4290,16,558012,8686,3,FALSE
4300,12,6152000,292000,0,FALSE
4310,22,1191773,8364,3,FALSE
4320,37,17338712,100000,0,FALSE
4330,8,1606788,197894,0,TRUE
4340,8,3795000,9000,-3,TRUE
4350,1,170000,170000,0,TRUE
4360,9,724520,15000,1,TRUE
4380,15,498360,18000,1,FALSE
4390,12,2662344,44885.5,0,FALSE
4400,8,12282034,112500,0,TRUE
4420,2,15000,7500,-1,TRUE
4430,14,665783,15189,0,FALSE
4461,173,55907746,5000,238,FALSE
4462,318,90091332,295070,377,FALSE
4463,2,722050,361025,1,TRUE
4464,1,2500,2500,0,TRUE
4466,63,20923453,480000,57,FALSE
4471,92,26389372,361095,94,FALSE
4473,49,12532333,318440,30,FALSE
4474,133,46167689,360000,189,FALSE
4475,12,9184243,152802.5,2,FALSE
4477,1,3500,3500,0,TRUE
4486,67,22764860,395000,64,FALSE
4487,319,63772329,268850,227,FALSE
4490,2,14000,7000,0,TRUE
4500,10,204192,5500,0,FALSE
4510,11,2393000,100000,0,FALSE
4520,66,11140903,100000,1,FALSE
4530,13,20287610,155000,0,FALSE
4540,9,1253141,155141,0,TRUE
4551,128,50928973,338770,207,FALSE
4560,5,86176,9000,1,TRUE
4570,8,1263957,9500,-1,TRUE
4580,34,2034864,10000,1,FALSE
4590,12,5231860,6530,2,FALSE
4600,1,96000,96000,0,TRUE
4610,11,1852289,20000,0,FALSE
4620,7,360083,5060,0,TRUE
4630,16,3663900,206500,0,FALSE
4640,7,3115300,38000,0,TRUE
4650,21,33470800,350000,-1,FALSE
4660,4,2481000,640500,0,TRUE
4670,2,2550000,1275000,0,TRUE
4700,10,60484,4500,0,FALSE
4710,8,152799,13000,0,TRUE
4720,47,1895308,5000,2,FALSE
4730,37,5285755,5566,0,FALSE
4740,95,52458035,10000,24,FALSE
4750,313,82758366,275690,360,FALSE
5010,112,51489640,8000,15,FALSE
5020,20,1809676,5500,0,FALSE
5030,17,4291269,10000,31,FALSE
5040,46,8329034,8447,7,FALSE
5060,10,417000,40000,2,FALSE
5070,1,100,100,0,TRUE
5080,14,2290569,16000,0,FALSE
5090,17,205656,7728,1,FALSE
5100,21,393533,8000,0,FALSE
5110,13,2343000,100000,0,FALSE
5120,19,13768668,220000,0,FALSE
5130,11,184664,8000,1,FALSE
5151,18,4899825,55000,0,FALSE
5160,25,246753,5000,3,FALSE
5170,32,4672721,135000,1,FALSE
5180,9,45886972,40000,141,TRUE
5190,7,1862140,45000,2,TRUE
5200,74,8515764,7750,8,FALSE
5210,11,2028000,24570,0,FALSE
5220,17,322918,8000,1,FALSE
5230,2,30000,15000,0,TRUE
5250,14,574470,11000,0,FALSE
5260,5,418000,42000,-2,TRUE
5270,29,1702799,7000,4,FALSE
5280,23,14766116,10000,110,FALSE
5290,93,6947207,5060,4,FALSE
5300,6,99600,19493,0,TRUE
5310,53,4177598,6900,7,FALSE
5320,48,4222017,5000,3,FALSE
5330,78,8509950,8000,4,FALSE
5340,10,363726,4000,1,FALSE
5350,19,740192,10000,2,FALSE
5360,7,543400,20000,0,TRUE
5370,7,150000,15000,0,TRUE
5400,2,125924,62962,-1,TRUE
5401,2,1300000,650000,0,TRUE
5430,10,18023393,2500,0,FALSE
5451,6,675825,10197.5,1,TRUE
5452,35,1206204,5000,6,FALSE
5453,21,9190963,12000,1,FALSE
5454,119,31951748,10000,159,FALSE
5457,70,39943092,187827.5,355,FALSE
5458,322,111998727,287375,732,FALSE
5460,5,95300,2000,0,TRUE
5462,551,154253638,257860,990,FALSE
5463,90,21725280,289370,105,FALSE
5465,48,19640051,516895,39,FALSE
5466,1,9489645,9489645,0,TRUE
5467,82,25629612,283670,118,FALSE
5468,48,14848631,335820,89,FALSE
5469,161,35298401,257860,158,FALSE
5470,18,2615712,10600,3,FALSE
5472,1,5000,5000,0,TRUE
5476,67,16107647,46775,34,FALSE
5477,50,78719558,12000,508,FALSE
5480,108,18505020,8438,46,FALSE
5490,5,63400,9400,0,TRUE
5505,238,90814927,177500,119,FALSE
5511,36,551606,5000,1,FALSE
5520,8,21317774,688500,0,TRUE
5530,3,2868900,492100,0,TRUE
5540,11,2433462,25000,2,FALSE
5550,2,1450000,725000,-1,TRUE
5570,433,157013501,200000,399,FALSE
5574,136,45494456,419045,116,FALSE
5578,311,83012169,304000,276,FALSE
5580,31,9071111,15900,10,FALSE
5590,13,77960,3500,0,FALSE
5610,26,226850,5000,-1,FALSE
5620,21,423143,7000,0,FALSE
5630,19,819278,2000,3,FALSE
5640,58,1456757,5060,2,FALSE
5642,109,25505769,5000,255,FALSE
6010,7,608634,25000,2,TRUE
6020,41,2913095,6072,4,FALSE
6030,18,497146,7539,2,FALSE
6040,127,22095238,9200,68,FALSE
6061,42,1651117,8694,2,FALSE
6070,20,2285222,10192,3,FALSE
6090,6,690000,57500,0,TRUE
6100,8,1313000,40000,0,TRUE
6110,7,1761173,179000,0,TRUE
6140,14,692596,12500,1,FALSE
6150,11,217791,5000,1,FALSE
6160,9,2073500,205000,0,TRUE
6170,1,250000,250000,0,TRUE
6180,11,3588221,58950,0,FALSE
6190,3,3029000,329000,0,TRUE
6195,16,8839000,110000,0,FALSE
6200,21,1201891,18000,0,FALSE
6211,32,220369,5000,0,FALSE
6213,524,119464317,15000,293,FALSE
6214,30,10799435,140000,0,FALSE
6216,237,49747786,252225,234,FALSE
6230,69,8460248,7176,35,FALSE
6240,20,586279,6877,1,FALSE
6250,2,103000,51500,0,TRUE
6260,2,1155000,577500,0,TRUE
6270,23,355076,5980,1,FALSE
6280,13,70836,5000,0,FALSE
6290,60,22415853,5819,65,FALSE
6300,12,212804,5853,-1,FALSE
6310,43,2476933,6072,5,FALSE
6320,32,24046946,9961,4,FALSE
6330,16,595947,9250,0,FALSE
6340,5,380000,60000,2,TRUE
6350,13,278000,9000,3,FALSE
6360,135,10306318,7820,18,FALSE
6370,18,442140,4000,1,FALSE
6380,2,43400,21700,0,TRUE
6390,36,20946717,8500,65,FALSE
6400,22,1989064,100350,-2,FALSE
6410,10,41239,5000,1,FALSE
6420,7,4154356,577000,0,TRUE
6430,14,6512520,44362,0,FALSE
6441,175,46627526,298680,160,FALSE
6442,45,2273713,5566,0,FALSE
6443,194,57993971,296260,153,FALSE
6444,426,104448507,286425,422,FALSE
6450,10,70478,2035,2,FALSE
6460,16,485130,5000,2,FALSE
6470,18,110517,5000,1,FALSE
6480,16,424110,4030,2,FALSE
6510,3,59221,14000,0,TRUE
6520,8,902001,55000,0,TRUE
6530,16,423722,5520,2,FALSE
6540,2,2278000,1139000,0,TRUE
6550,64,15557982,8424.5,5,FALSE
6560,14,9415783,28675,0,FALSE
6570,16,9585501,70000,0,FALSE
6580,10,152033,5000,0,FALSE
6590,22,22104793,212500,0,FALSE
6600,9,203075,21000,1,TRUE
6610,131,13294215,7728,21,FALSE
6620,3,2870000,835000,0,TRUE
6640,20,2448941,73000,0,FALSE
6650,5,505085,49385,0,TRUE
6661,113,12162687,9500,44,FALSE
6662,493,156546820,277210,805,FALSE
6668,1,5000,5000,0,TRUE
6670,19,360641,5520,4,FALSE
6680,8,275200,35000,4,TRUE
6690,24,22662936,280000,0,FALSE
6700,28,6440345,32500,0,FALSE
6710,53,3094527,5566,1,FALSE
6720,11,2473700,100000,0,FALSE
6730,15,633062,6500,2,FALSE
6750,14,2247801,7500,3,FALSE
6760,1,15000,15000,0,TRUE
6770,14,731305,5000,2,FALSE
6780,6,499000,42000,0,TRUE
6790,34,4081340,5000,8,FALSE
