Neighbourhood ID,n_permits,total_construction_value,median_construction_value,units_added_total,suppressed
1010,87,4253314,8973,15,FALSE
1020,27,50563941,85000,201,FALSE
1030,41,4904542,30600,4,FALSE
1070,5,132514,10764,-1,TRUE
1080,24,1506770,5520,5,FALSE
1090,328,480422359,150000,548,FALSE
1100,42,4415723,10132,12,FALSE
1111,10,8337459,93500,0,FALSE
1120,4,80000,20000,0,TRUE
1130,5,229800,4000,0,TRUE
1140,52,6492166,15000,20,FALSE
1150,4,35000,35000,0,TRUE
1151,73,29072645,79227.5,181,FALSE
1160,36,1435195,5750,7,FALSE
1170,22,2276804,40702,0,FALSE
1180,51,49346507,39000,290,FALSE
1210,29,2624551,10000,1,FALSE
1220,5,90500,10500,0,TRUE
1230,57,8219083,65000,17,FALSE
1240,13,1922152,15000,1,FALSE
1250,25,1603507,20000,10,FALSE
1270,4,134500,29250,0,TRUE
2010,5,575500,32000,0,TRUE
2020,32,2964130,10000,7,FALSE
2030,6,311500,10000,1,TRUE
2040,35,1023644,6624,2,FALSE
2050,16,2160760,41000,12,FALSE
2060,13,340332,9460,2,FALSE
2070,7,259676,12000,0,TRUE
2080,31,27545247,20000,96,FALSE
2090,10,838213,8280,3,FALSE
2100,54,2980282,8390,6,FALSE
2110,42,1441747,7088,0,FALSE
2120,3,21000,5000,0,TRUE
2130,8,55900,4500,0,TRUE
2145,10,3148000,107500,1,FALSE
2160,18,10282950,121737.5,0,FALSE
2230,19,721915,10000,6,FALSE
2241,11,1241992,41366,0,FALSE
2251,51,18095612,202860,114,FALSE
2260,16,426485,10000,4,FALSE
2270,3,12048,6024,0,TRUE
2280,50,14417945,291480,40,FALSE
2290,19,866106,11000,6,FALSE
2311,13,2465637,5000,-4,FALSE
2320,7,131300,6400,0,TRUE
2330,61,7892358,9568,17,FALSE
2340,29,335736,8750,1,FALSE
2350,17,3637170,14500,2,FALSE
2360,2,400000,200000,0,TRUE
2380,11,4794706,85000,0,FALSE
2390,10,276728,5578,1,FALSE
2400,16,2552419,100000,0,FALSE
2410,18,56058519,10000,243,FALSE
2420,22,880456,20000,8,FALSE
