Neighbourhood ID,n_permits,total_construction_value,median_construction_value,units_added_total,suppressed
1010,94,5734764,63240,51,FALSE
1020,20,6348121,96511,24,FALSE
1030,34,6268098,60000,0,FALSE
1070,12,1015500,65000,1,FALSE
1080,19,643680,22000,6,FALSE
1090,233,152135167,107010,-37,FALSE
1100,35,6644720,100000,26,FALSE
1111,51,51866488,139560,38,FALSE
1120,6,4119999,22500,0,TRUE
1130,14,282498,9999,0,FALSE
1140,56,26136547,36250,16,FALSE
1150,1,19200,19200,0,TRUE
1151,99,76527090,100000,295,FALSE
1160,42,1696754,15000,14,FALSE
1170,24,2407396,75862.5,0,FALSE
1180,65,33146450,73750,170,FALSE
1190,1,1390000,1390000,0,TRUE
1200,1,60000,60000,0,TRUE
1210,26,1950376,114826,2,FALSE
1220,19,4677255,256480,12,FALSE
1230,45,35073174,85000,27,FALSE
1240,20,5648372,15000,1,FALSE
1250,19,3055906,225640,26,FALSE
1270,7,478298,20000,0,TRUE
2010,8,45525761,60000,248,TRUE
2020,17,630600,38500,0,FALSE
2030,4,45579,6200,0,TRUE
2040,31,6432841,30000,29,FALSE
2050,25,3514501,27000,22,FALSE
2060,15,274000,10000,0,FALSE
2070,16,1367690,9000,0,FALSE
2080,28,19588846,30000,3,FALSE
2090,14,753295,15000,5,FALSE
2100,25,1243040,35000,3,FALSE
2110,41,530391,10000,0,FALSE
2120,3,130000,65000,0,TRUE
2130,5,44010,9660,0,TRUE
2145,13,6135891,112500,2,FALSE
2160,14,9450000,235000,0,FALSE
2230,21,410317,40000,0,FALSE
2241,15,1678000,70000,2,FALSE
2251,41,7443820,250380,23,FALSE
2260,20,1548140,79980,21,FALSE
2270,2,9500,4750,0,TRUE
2280,78,16463645,291000,58,FALSE
2290,24,831941,32299.5,0,FALSE
2311,7,5473000,500000,0,TRUE
2320,3,252000,50000,0,TRUE
2330,73,4393426,55480,21,FALSE
2340,22,3392132,13950,0,FALSE
2350,7,186900,30000,0,TRUE
2360,5,807000,16000,0,TRUE
2380,10,501225,10000,0,FALSE
2390,7,49650,11000,0,TRUE
2400,9,598154,30000,0,TRUE
2410,16,365800,12500,0,FALSE
2420,11,271880,47000,1,FALSE
2430,23,3292481,207720,15,FALSE
2440,113,17091337,238920,70,FALSE
2450,13,92883,10000,0,FALSE
2462,54,13473800,204840,60,FALSE
2463,117,22855570,228240,107,FALSE
2500,14,455899,18000,0,FALSE
2511,14,307776,12500,0,FALSE
2522,561,74170982,183720,342,FALSE
2530,18,600200,15000,0,FALSE
2541,15,261501,5000,0,FALSE
2550,23,1168959,25000,11,FALSE
2560,12,606540,50000,5,FALSE
2580,15,452700,38000,0,FALSE
2590,5,75400,37700,0,TRUE
2600,7,1550,775,0,TRUE
2611,144,22919450,213360,111,FALSE
2630,2,439273,219636.5,0,TRUE
2650,2,765165,382582.5,0,TRUE
2660,13,2144900,45000,0,FALSE
2670,2,0,NA,0,TRUE
2671,2,3500,3500,0,TRUE
2681,3,740000,370000,0,TRUE
2690,2,529680,529680,1,TRUE
2692,10,50000,50000,0,FALSE
2700,61,42881499,241800,230,FALSE
2710,3,6100,3050,0,TRUE
2720,12,759500,31750,0,FALSE
3010,12,2242640,35000,13,FALSE
3020,13,17322911,152500,0,FALSE
3030,18,123300,8000,0,FALSE
3040,11,941413,20000,0,FALSE
3050,5,8722554,80000,0,TRUE
3060,8,136500,22500,0,TRUE
3070,44,3698781,47500,26,FALSE
3080,17,51600,7000,0,FALSE
3090,12,272800,23500,0,FALSE
3111,193,32750192,204960,136,FALSE
3120,18,1696669,14100,4,FALSE
3140,55,6145706,154193,15,FALSE
3150,27,983004,16500,0,FALSE
3160,4,2118900,57500,0,TRUE
3170,21,701220,30000,4,FALSE
3180,19,429821,5000,0,FALSE
3190,18,1534800,35000,5,FALSE
3200,96,7239804,100000,18,FALSE
3210,62,3704512,67500,19,FALSE
3220,3,213001,43000,0,TRUE
3230,15,951669,25000,0,FALSE
3240,83,28341053,25000,267,FALSE
3250,30,907000,23000,0,FALSE
3260,32,6894935,77500,42,FALSE
3270,46,3928688,50000,6,FALSE
3280,16,321711,8600,0,FALSE
3290,6,8072819,61457,50,TRUE
3300,23,1868183,39500,4,FALSE
3310,48,2481961,46500,14,FALSE
3320,11,106000,28000,0,FALSE
3330,85,5190225,80280,15,FALSE
3340,9,3821900,50000,0,TRUE
3350,43,2484640,21000,14,FALSE
3360,6,455301,67650,0,TRUE
3370,42,1594441,24000,1,FALSE
3380,2,71330,35665,0,TRUE
3390,28,1452638,20000,6,FALSE
3410,15,548420,32500,4,FALSE
3430,22,437400,23250,0,FALSE
3440,150,19540036,64560,88,FALSE
3450,38,5667640,31000,1,FALSE
3460,11,578720,15000,1,FALSE
3470,26,296170,12500,0,FALSE
3480,7,28300,4800,0,TRUE
4010,15,2153957,45000,0,FALSE
4014,1,150000,150000,0,TRUE
4020,13,128700,18000,0,FALSE
4023,1,41000,41000,0,TRUE
4030,8,1874000,49000,0,TRUE
4040,10,199000,25000,0,FALSE
4050,7,1958000,50000,0,TRUE
4060,40,2835475,33475,6,FALSE
4070,4,4113442,63500,0,TRUE
4080,13,1760041,60000,0,FALSE
4090,16,2672400,24000,0,FALSE
4100,1,10000,10000,0,TRUE
4110,9,393000,50000,0,TRUE
4120,14,509700,20000,1,FALSE
4130,8,1354647,139323.5,0,TRUE
4140,17,550736,25000,1,FALSE
4150,3,2301487,132500,0,TRUE
4160,7,143750,19375,0,TRUE
4170,3,261300,90000,0,TRUE
4180,69,12765288,140000,88,FALSE
4190,1,20000,20000,0,TRUE
4200,34,3746320,192600,19,FALSE
4210,4,1098951,111975.5,0,TRUE
4220,17,162000,7000,0,FALSE
4230,23,945420,22500,5,FALSE
4240,16,171940,19000,1,FALSE
4261,10,4512001,90000,0,FALSE
4270,11,215767,32498.5,1,FALSE
4280,13,982200,25000,0,FALSE
4290,12,287600,45000,0,FALSE
4300,9,194300,10000,0,TRUE
4310,19,905633,24500,0,FALSE
4320,46,40554135,100000,0,FALSE
4330,10,410230,22000,0,FALSE
4340,2,231500,115750,0,TRUE
4350,11,2033495,70000,0,FALSE
4360,30,591012,19000,0,FALSE
4380,21,498515,15000,0,FALSE
4390,14,967500,27500,2,FALSE
4400,10,4271321,98000,0,FALSE
4410,8,9312426,191213,0,TRUE
4420,4,234950,48750,0,TRUE
4430,17,1340200,60000,3,FALSE
4461,94,18216798,15000,90,FALSE
4462,421,69106722,221760,316,FALSE
4463,2,47000,23500,0,TRUE
4464,183,36488032,207360,191,FALSE
4466,46,42198456,38000,180,FALSE
4467,5,4435514,486375,0,TRUE
4468,50,12501360,245160,59,FALSE
4469,2,0,NA,0,TRUE
4471,153,24540878,225000,105,FALSE
4473,84,13075739,200520,57,FALSE
4474,39,2249720,18750,6,FALSE
4475,16,23178485,437142.5,2,FALSE
4477,75,17820050,307560,73,FALSE
4486,88,9276854,182400,47,FALSE
4487,451,113187359,213360,447,FALSE
4490,5,116700,30000,0,TRUE
4500,32,2655320,70000,19,FALSE
4510,4,332760,83880,0,TRUE
4520,57,11041759,87500,0,FALSE
4530,6,660000,70000,0,TRUE
4540,10,2396452,82500,0,FALSE
4551,51,3434063,25000,10,FALSE
4560,8,632020,50000,0,TRUE
4570,9,156100,11600,0,TRUE
4580,35,7885672,30000,8,FALSE
4590,15,35206480,40000,0,FALSE
4600,10,871282,36329,0,FALSE
4610,9,419200,25000,0,TRUE
4620,8,32500,5000,0,TRUE
4630,8,1016575,148080,0,TRUE
4640,7,1025500,150000,0,TRUE
4650,6,316509,86509,0,TRUE
4660,3,1158000,50000,0,TRUE
4670,4,196264,37500,0,TRUE
4700,11,2754300,20000,0,FALSE
4710,7,32100,4500,0,TRUE
4720,44,12473872,24000,47,FALSE
4730,14,2878500,20000,0,FALSE
4740,55,2828775,21500,11,FALSE
4750,235,66197739,175440,337,FALSE
5010,61,4113010,25000,28,FALSE
5020,54,4989682,224760,13,FALSE
5030,8,289400,15200,0,TRUE
5040,76,5888420,205860,24,FALSE
5060,11,444582,17500,0,FALSE
5070,3,263000,131500,0,TRUE
5080,12,536000,45000,0,FALSE
5090,32,2709394,80742,6,FALSE
5100,19,601828,30000,0,FALSE
5110,21,2899920,50000,0,FALSE
5120,10,1812000,87500,0,FALSE
5130,4,58245,29122.5,0,TRUE
5151,16,2331883,50000,0,FALSE
5160,16,302758,13500,0,FALSE
5170,22,40614746,100000,0,FALSE
5180,18,9822114,100000,0,FALSE
5190,8,595000,100000,0,TRUE
5200,60,10112398,55250,17,FALSE
5210,25,2796561,100000,7,FALSE
5220,37,916600,40000,0,FALSE
5230,8,65000,32500,0,TRUE
